-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | hipMemset                                                                                                           | HIP_API         |               2 |           41048 |       2.052e+04 |      0.001726 |            8877 |           32171 |       1.647e+04 |
    | Kokkos::View::initialization                                                                                        | MARKER_API      |               3 |           39464 |       1.315e+04 |      0.001659 |            9067 |           18184 |       4.631e+03 |
    | Kokkos::View::initialization [rho] via memset                                                                       | MARKER_API      |               4 |           33442 |       8.360e+03 |      0.001406 |            1920 |           17503 |       6.996e+03 |
    | Kokkos::View::initialization [f0] via memset                                                                        | MARKER_API      |               4 |           32341 |       8.085e+03 |      0.001360 |            1920 |           16903 |       6.613e+03 |
    | Kokkos::View::initialization [phi] via memset                                                                       | MARKER_API      |               4 |           27002 |       6.750e+03 |      0.001135 |            1760 |           12765 |       4.990e+03 |
    | hipGetDevicePropertiesR0600                                                                                         | HIP_API         |              18 |           23323 |       1.296e+03 |      0.000981 |             230 |           10470 |       2.316e+03 |
    | hipFuncGetAttributes                                                                                                | HIP_API         |               3 |           22241 |       7.414e+03 |      0.000935 |            4068 |           10429 |       3.193e+03 |
    | Kokkos::View::initialization [inv_kx] via memset                                                                    | MARKER_API      |               3 |           18887 |       6.296e+03 |      0.000794 |            1760 |           14727 |       7.309e+03 |
    | __amd_rocclr_copyBuffer                                                                                             | KERNEL_DISPATCH |               2 |           16320 |       8.160e+03 |      0.000686 |            4800 |           11520 |       4.752e+03 |
    | desul::(anonymous namespace)::init_lock_arrays_hip_kernel()                                                         | KERNEL_DISPATCH |               1 |           15041 |       1.504e+04 |      0.000632 |           15041 |           15041 |       0.000e+00 |
    | Kokkos::View::initialization [phi_k]                                                                                | MARKER_API      |               2 |           12820 |       6.410e+03 |      0.000539 |            2400 |           10420 |       5.671e+03 |
    | Kokkos::View::initialization [E_k]                                                                                  | MARKER_API      |               2 |           11668 |       5.834e+03 |      0.000491 |            2080 |            9588 |       5.309e+03 |
    | Kokkos::View::initialization [delta_rho] via memset                                                                 | MARKER_API      |               2 |           11529 |       5.764e+03 |      0.000485 |            1760 |            9769 |       5.663e+03 |
    | __amd_rocclr_fillBufferAligned                                                                                      | KERNEL_DISPATCH |               2 |           11360 |       5.680e+03 |      0.000478 |            4000 |            7360 |       2.376e+03 |
    | Kokkos::View::initialization [E] via memset                                                                         | MARKER_API      |               2 |            9946 |       4.973e+03 |      0.000418 |            1760 |            8186 |       4.544e+03 |
    | hipEventDestroy                                                                                                     | HIP_API         |               1 |            6913 |       6.913e+03 |      0.000291 |            6913 |            6913 |       0.000e+00 |
    | hipEventCreateWithFlags                                                                                             | HIP_API         |               1 |            6913 |       6.913e+03 |      0.000291 |            6913 |            6913 |       0.000e+00 |
    | hipStreamGetDevice                                                                                                  | HIP_API         |               1 |            6903 |       6.903e+03 |      0.000290 |            6903 |            6903 |       0.000e+00 |
    | Kokkos::fence: Unnamed Global Fence                                                                                 | MARKER_API      |               2 |            5981 |       2.990e+03 |      0.000251 |             591 |            5390 |       3.393e+03 |
    | Kokkos::View::initialization [linspace_mirror] via memset                                                           | MARKER_API      |               2 |            3086 |       1.543e+03 |      0.000130 |            1403 |            1683 |       1.980e+02 |
    | Kokkos::deep_copy: copy between contiguous views, fence due to same spans                                           | MARKER_API      |               2 |            2876 |       1.438e+03 |      0.000121 |             551 |            2325 |       1.254e+03 |
    | Kokkos::View::initialization [freq] via memset                                                                      | MARKER_API      |               1 |             892 |       8.920e+02 |      0.000038 |             892 |             892 |       0.000e+00 |
    | Kokkos::View::initialization [inv_kx_mirror] via memset                                                             | MARKER_API      |               1 |             811 |       8.110e+02 |      0.000034 |             811 |             811 |       0.000e+00 |
    | Kokkos::Finalization Complete                                                                                       | MARKER_API      |               1 |               0 |       0.000e+00 |      0.000000 |               0 |               0 |       0.000e+00 |

