-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | Kokkos::View::initialization [phi] via memset                                                                       | MARKER_API      |               4 |           28178 |       7.044e+03 |      0.001502 |            4000 |           12053 |       3.864e+03 |
    | hipGetDevicePropertiesR0600                                                                                         | HIP_API         |              18 |           23052 |       1.281e+03 |      0.001229 |             230 |           10370 |       2.314e+03 |
    | Kokkos::View::initialization [inv_kx] via memset                                                                    | MARKER_API      |               3 |           22510 |       7.503e+03 |      0.001200 |            2560 |           15310 |       6.840e+03 |
    | desul::(anonymous namespace)::init_lock_arrays_hip_kernel()                                                         | KERNEL_DISPATCH |               1 |           16480 |       1.648e+04 |      0.000879 |           16480 |           16480 |       0.000e+00 |
    | __amd_rocclr_copyBuffer                                                                                             | KERNEL_DISPATCH |               2 |           15680 |       7.840e+03 |      0.000836 |            5760 |            9920 |       2.942e+03 |
    | hipFuncGetAttributes                                                                                                | HIP_API         |               1 |           13044 |       1.304e+04 |      0.000695 |           13044 |           13044 |       0.000e+00 |
    | Kokkos::View::initialization [E] via memset                                                                         | MARKER_API      |               2 |           12126 |       6.063e+03 |      0.000646 |            4000 |            8126 |       2.918e+03 |
    | Kokkos::View::initialization [phi_k]                                                                                | MARKER_API      |               2 |           11599 |       5.800e+03 |      0.000618 |            2080 |            9519 |       5.260e+03 |
    | Kokkos::View::initialization [delta_rho] via memset                                                                 | MARKER_API      |               2 |           11538 |       5.769e+03 |      0.000615 |            1920 |            9618 |       5.443e+03 |
    | Kokkos::View::initialization [E_k]                                                                                  | MARKER_API      |               2 |           10726 |       5.363e+03 |      0.000572 |            2400 |            8326 |       4.190e+03 |
    | __amd_rocclr_fillBufferAligned                                                                                      | KERNEL_DISPATCH |               2 |            7840 |       3.920e+03 |      0.000418 |            2400 |            5440 |       2.150e+03 |
    | hipStreamGetDevice                                                                                                  | HIP_API         |               1 |            7234 |       7.234e+03 |      0.000386 |            7234 |            7234 |       0.000e+00 |
    | hipEventDestroy                                                                                                     | HIP_API         |               1 |            7054 |       7.054e+03 |      0.000376 |            7054 |            7054 |       0.000e+00 |
    | hipEventCreateWithFlags                                                                                             | HIP_API         |               1 |            6733 |       6.733e+03 |      0.000359 |            6733 |            6733 |       0.000e+00 |
    | Kokkos::View::initialization [linspace_mirror] via memset                                                           | MARKER_API      |               2 |            4509 |       2.254e+03 |      0.000240 |            2224 |            2285 |       4.313e+01 |
    | Kokkos::fence: Unnamed Global Fence                                                                                 | MARKER_API      |               2 |            3246 |       1.623e+03 |      0.000173 |             521 |            2725 |       1.558e+03 |
    | Kokkos::deep_copy: copy between contiguous views, fence due to same spans                                           | MARKER_API      |               2 |            2264 |       1.132e+03 |      0.000121 |             491 |            1773 |       9.065e+02 |
    | Kokkos::View::initialization [freq] via memset                                                                      | MARKER_API      |               1 |            1313 |       1.313e+03 |      0.000070 |            1313 |            1313 |       0.000e+00 |
    | Kokkos::View::initialization [inv_kx_mirror] via memset                                                             | MARKER_API      |               1 |            1293 |       1.293e+03 |      0.000069 |            1293 |            1293 |       0.000e+00 |
    | Kokkos::Finalization Complete                                                                                       | MARKER_API      |               1 |               0 |       0.000e+00 |      0.000000 |               0 |               0 |       0.000e+00 |

