-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | Kokkos::View::initialization [rho_k]                                                                                | MARKER_API      |               4 |         9091875 |       2.273e+06 |      0.322016 |            3200 |         9068835 |       4.531e+06 |
    | KokkosFFT::exec_plan[TPL_hipfftExecZ2D]                                                                             | MARKER_API      |             606 |         7316726 |       1.207e+04 |      0.259144 |            3680 |          225147 |       1.433e+04 |
    | KokkosFFT::cleanup_plan[TPL_hipfft]                                                                                 | MARKER_API      |               2 |         5635623 |       2.818e+06 |      0.199603 |         2158299 |         3477324 |       9.327e+05 |
    | hipModuleUnload                                                                                                     | HIP_API         |              18 |         5473177 |       3.041e+05 |      0.193849 |            1954 |         1518384 |       3.144e+05 |
    | hipStreamDestroy                                                                                                    | HIP_API         |               1 |         5244832 |       5.245e+06 |      0.185762 |         5244832 |         5244832 |       0.000e+00 |
    | hipLaunchKernel                                                                                                     | HIP_API         |             608 |         4554585 |       7.491e+03 |      0.161314 |            4579 |           34436 |       2.720e+03 |
    | KokkosFFT::exec_plan[TPL_hipfftExecD2Z]                                                                             | MARKER_API      |             303 |         4380737 |       1.446e+04 |      0.155157 |            3840 |          216601 |       1.490e+04 |
    | hipModuleLaunchKernel                                                                                               | HIP_API         |             608 |         4162201 |       6.846e+03 |      0.147417 |            4238 |           47370 |       2.719e+03 |
    | solve_poisson                                                                                                       | MARKER_API      |             202 |         1681110 |       8.322e+03 |      0.059542 |            3840 |          211101 |       2.041e+04 |
    | delta_rho                                                                                                           | MARKER_API      |             202 |         1589774 |       7.870e+03 |      0.056307 |            3840 |          211242 |       1.474e+04 |
    | init_fn                                                                                                             | MARKER_API      |               2 |          712014 |       3.560e+05 |      0.025218 |           30568 |          681446 |       4.602e+05 |
    | Kokkos::View::initialization via memset                                                                             | MARKER_API      |              18 |          627671 |       3.487e+04 |      0.022231 |             391 |          170463 |       6.233e+04 |
    | hipHostMalloc                                                                                                       | HIP_API         |               2 |          538602 |       2.693e+05 |      0.019076 |           80382 |          458220 |       2.672e+05 |
    | hipDeviceSynchronize                                                                                                | HIP_API         |              34 |          426723 |       1.255e+04 |      0.015114 |             230 |          290371 |       4.945e+04 |
    | Kokkos::deep_copy: copy between contiguous views, post deep copy fence                                              | MARKER_API      |              22 |          407967 |       1.854e+04 |      0.014449 |             501 |          292826 |       6.157e+04 |
    | Kokkos::Initialization Complete                                                                                     | MARKER_API      |              22 |          356164 |       1.619e+04 |      0.012615 |               0 |          283523 |       5.972e+04 |
    | hipMalloc                                                                                                           | HIP_API         |              32 |          355755 |       1.112e+04 |      0.012600 |            1042 |           65775 |       1.668e+04 |
    | hipHostFree                                                                                                         | HIP_API         |               2 |          333303 |       1.667e+05 |      0.011805 |          107043 |          226260 |       8.430e+04 |
    | hipFree                                                                                                             | HIP_API         |              32 |          302025 |       9.438e+03 |      0.010697 |            1263 |          124917 |       2.277e+04 |
    | hipMemcpy                                                                                                           | HIP_API         |               8 |          270192 |       3.377e+04 |      0.009570 |           21500 |           56327 |       1.154e+04 |
    | SharedAllocationRecord<Kokkos::HIPSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace | MARKER_API      |              17 |          236430 |       1.391e+04 |      0.008374 |            7695 |           30348 |       5.094e+03 |
    | hipSetDevice                                                                                                        | HIP_API         |            1366 |          232323 |       1.701e+02 |      0.008228 |              71 |            9939 |       6.276e+02 |
    | Kokkos::View::initialization [fn] via memset                                                                        | MARKER_API      |               2 |          177447 |       8.872e+04 |      0.006285 |           18565 |          158882 |       9.922e+04 |
    | Kokkos::View::initialization [f] via memset                                                                         | MARKER_API      |               2 |          170411 |       8.521e+04 |      0.006036 |            9609 |          160802 |       1.069e+05 |
    | Kokkos::View::initialization [fnp1] via memset                                                                      | MARKER_API      |               2 |          168930 |       8.446e+04 |      0.005983 |            9088 |          159842 |       1.066e+05 |
    | hipMemsetAsync                                                                                                      | HIP_API         |              14 |          131390 |       9.385e+03 |      0.004654 |            5691 |           16251 |       4.184e+03 |
    | hipGetDevice                                                                                                        | HIP_API         |             667 |           90588 |       1.358e+02 |      0.003208 |              60 |            3116 |       1.923e+02 |
    | HostSpace::impl_deallocate before free                                                                              | MARKER_API      |              16 |           82938 |       5.184e+03 |      0.002937 |             391 |           28123 |       7.087e+03 |
    | Kokkos::deep_copy: copy between contiguous views, pre view equality check                                           | MARKER_API      |              22 |           72639 |       3.302e+03 |      0.002573 |             460 |           16641 |       3.989e+03 |
    | hipModuleGetFunction                                                                                                | HIP_API         |              18 |           63790 |       3.544e+03 |      0.002259 |            1813 |           18184 |       3.718e+03 |
    | Kokkos::View::initialization [linspace] via memset                                                                  | MARKER_API      |               4 |           47317 |       1.183e+04 |      0.001676 |            1920 |           27151 |       1.137e+04 |
    | hipMemset                                                                                                           | HIP_API         |               2 |           40116 |       2.006e+04 |      0.001421 |            6272 |           33844 |       1.950e+04 |
    | Kokkos::View::initialization [f0] via memset                                                                        | MARKER_API      |               4 |           38652 |       9.663e+03 |      0.001369 |            1920 |           23485 |       9.662e+03 |
    | Kokkos::View::initialization                                                                                        | MARKER_API      |               3 |           38373 |       1.279e+04 |      0.001359 |            9238 |           17543 |       4.280e+03 |
    | Kokkos::View::initialization [rho] via memset                                                                       | MARKER_API      |               4 |           36005 |       9.001e+03 |      0.001275 |            3840 |           19998 |       7.630e+03 |
    | Kokkos::View::initialization [phi] via memset                                                                       | MARKER_API      |               4 |           28479 |       7.120e+03 |      0.001009 |            3680 |           12814 |       4.272e+03 |
    | Kokkos::View::initialization [phi_k]                                                                                | MARKER_API      |               2 |           26866 |       1.343e+04 |      0.000952 |            2560 |           24306 |       1.538e+04 |
    | hipGetDevicePropertiesR0600                                                                                         | HIP_API         |              18 |           23916 |       1.329e+03 |      0.000847 |             240 |           10611 |       2.346e+03 |
    | Kokkos::View::initialization [inv_kx] via memset                                                                    | MARKER_API      |               3 |           23031 |       7.677e+03 |      0.000816 |            2400 |           16471 |       7.667e+03 |
    | hipFuncGetAttributes                                                                                                | HIP_API         |               3 |           19739 |       6.580e+03 |      0.000699 |            2836 |           10039 |       3.610e+03 |
    | __amd_rocclr_copyBuffer                                                                                             | KERNEL_DISPATCH |               2 |           16000 |       8.000e+03 |      0.000567 |            5280 |           10720 |       3.847e+03 |
    | desul::(anonymous namespace)::init_lock_arrays_hip_kernel()                                                         | KERNEL_DISPATCH |               1 |           15681 |       1.568e+04 |      0.000555 |           15681 |           15681 |       0.000e+00 |
    | Kokkos::View::initialization [E] via memset                                                                         | MARKER_API      |               2 |           12516 |       6.258e+03 |      0.000443 |            4000 |            8516 |       3.193e+03 |
    | Kokkos::View::initialization [E_k]                                                                                  | MARKER_API      |               2 |           11207 |       5.604e+03 |      0.000397 |            2240 |            8967 |       4.757e+03 |
    | Kokkos::View::initialization [delta_rho] via memset                                                                 | MARKER_API      |               2 |           10777 |       5.388e+03 |      0.000382 |            1920 |            8857 |       4.905e+03 |
    | __amd_rocclr_fillBufferAligned                                                                                      | KERNEL_DISPATCH |               2 |            7680 |       3.840e+03 |      0.000272 |            2400 |            5280 |       2.036e+03 |
    | hipStreamGetDevice                                                                                                  | HIP_API         |               1 |            7334 |       7.334e+03 |      0.000260 |            7334 |            7334 |       0.000e+00 |
    | hipEventCreateWithFlags                                                                                             | HIP_API         |               1 |            6843 |       6.843e+03 |      0.000242 |            6843 |            6843 |       0.000e+00 |
    | hipEventDestroy                                                                                                     | HIP_API         |               1 |            6723 |       6.723e+03 |      0.000238 |            6723 |            6723 |       0.000e+00 |
    | Kokkos::fence: Unnamed Global Fence                                                                                 | MARKER_API      |               2 |            5591 |       2.796e+03 |      0.000198 |             701 |            4890 |       2.962e+03 |
    | Kokkos::View::initialization [linspace_mirror] via memset                                                           | MARKER_API      |               2 |            4588 |       2.294e+03 |      0.000162 |            2204 |            2384 |       1.273e+02 |
    | Kokkos::deep_copy: copy between contiguous views, fence due to same spans                                           | MARKER_API      |               2 |            2225 |       1.112e+03 |      0.000079 |             511 |            1714 |       8.506e+02 |
    | Kokkos::View::initialization [inv_kx_mirror] via memset                                                             | MARKER_API      |               1 |            1493 |       1.493e+03 |      0.000053 |            1493 |            1493 |       0.000e+00 |
    | Kokkos::View::initialization [freq] via memset                                                                      | MARKER_API      |               1 |            1352 |       1.352e+03 |      0.000048 |            1352 |            1352 |       0.000e+00 |
    | Kokkos::Finalization Complete                                                                                       | MARKER_API      |               1 |               0 |       0.000e+00 |      0.000000 |               0 |               0 |       0.000e+00 |

