
    ROCPROFV3 SUMMARY:

    |                                                   NAME                                                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | hipDeviceGetAttribute                                                                                    | HIP_API         |             192 |           64979 |       3.384e+02 |      0.000810 |             170 |            8757 |       8.535e+02 |
    | hipGraphExecKernelNodeSetParams                                                                          | HIP_API         |               9 |           62346 |       6.927e+03 |      0.000777 |            3105 |           26421 |       7.406e+03 |
    | hipDeviceCanAccessPeer                                                                                   | HIP_API         |              56 |           45077 |       8.049e+02 |      0.000562 |              70 |           38453 |       5.123e+03 |
    | hipFuncGetAttribute                                                                                      | HIP_API         |             100 |           44176 |       4.418e+02 |      0.000551 |              81 |            6953 |       7.823e+02 |
    | hipDeviceGetPCIBusId                                                                                     | HIP_API         |              16 |           40976 |       2.561e+03 |      0.000511 |             601 |           11862 |       2.806e+03 |
    | hipCtxGetCurrent                                                                                         | HIP_API         |               8 |           40094 |       5.012e+03 |      0.000500 |             410 |           14357 |       5.880e+03 |
    | twiddle_gen_radices_sp                                                                                   | KERNEL_DISPATCH |               1 |           28960 |       2.896e+04 |      0.000361 |           28960 |           28960 |       0.000e+00 |
    | hipGraphAddKernelNode                                                                                    | HIP_API         |               9 |           28053 |       3.117e+03 |      0.000350 |             841 |           13636 |       4.028e+03 |
    | hipGetDeviceCount                                                                                        | HIP_API         |              31 |           28050 |       9.048e+02 |      0.000350 |             250 |            4409 |       6.704e+02 |
    | hipModuleGetGlobal                                                                                       | HIP_API         |               5 |           23996 |       4.799e+03 |      0.000299 |            1322 |           17734 |       7.237e+03 |
    | hipGraphExecMemcpyNodeSetParams1D                                                                        | HIP_API         |               5 |           22662 |       4.532e+03 |      0.000283 |            1793 |           13977 |       5.285e+03 |
    | loop_divide_fusion                                                                                       | KERNEL_DISPATCH |               4 |           18240 |       4.560e+03 |      0.000227 |            4320 |            4960 |       3.064e+02 |
    | wrapped_multiply                                                                                         | KERNEL_DISPATCH |               4 |           17761 |       4.440e+03 |      0.000221 |            4160 |            4640 |       2.014e+02 |
    | hipDevicePrimaryCtxRetain                                                                                | HIP_API         |               8 |           17283 |       2.160e+03 |      0.000216 |             341 |            7013 |       2.912e+03 |
    | hipCtxGetDevice                                                                                          | HIP_API         |             120 |           17258 |       1.438e+02 |      0.000215 |              60 |            4358 |       4.119e+02 |
    | wrapped_exponential                                                                                      | KERNEL_DISPATCH |               4 |           16960 |       4.240e+03 |      0.000211 |            4160 |            4320 |       9.238e+01 |
    | hipDeviceTotalMem                                                                                        | HIP_API         |              16 |           16283 |       1.018e+03 |      0.000203 |              91 |            6513 |       1.929e+03 |
    | hipGraphDestroy                                                                                          | HIP_API         |               2 |           13986 |       6.993e+03 |      0.000174 |            4949 |            9037 |       2.891e+03 |
    | hipGraphAddMemcpyNode1D                                                                                  | HIP_API         |               5 |           13084 |       2.617e+03 |      0.000163 |             631 |           10279 |       4.284e+03 |
    | hipDeviceGetName                                                                                         | HIP_API         |              16 |           12234 |       7.646e+02 |      0.000153 |              90 |            7524 |       1.815e+03 |
    | hipGraphCreate                                                                                           | HIP_API         |               2 |           10771 |       5.386e+03 |      0.000134 |             792 |            9979 |       6.496e+03 |
    | wrapped_cosine                                                                                           | KERNEL_DISPATCH |               2 |            8960 |       4.480e+03 |      0.000112 |            4480 |            4480 |       0.000e+00 |
    | twiddle_gen_N_sp                                                                                         | KERNEL_DISPATCH |               1 |            8480 |       8.480e+03 |      0.000106 |            8480 |            8480 |       0.000e+00 |
    | loop_add_fusion_5                                                                                        | KERNEL_DISPATCH |               2 |            8160 |       4.080e+03 |      0.000102 |            4000 |            4160 |       1.131e+02 |
    | loop_add_fusion_4                                                                                        | KERNEL_DISPATCH |               2 |            8001 |       4.000e+03 |      0.000100 |            4000 |            4001 |       7.071e-01 |
    | hipRuntimeGetVersion                                                                                     | HIP_API         |              16 |            7293 |       4.558e+02 |      0.000091 |             110 |            3036 |       7.129e+02 |
    | hipDriverGetVersion                                                                                      | HIP_API         |              16 |            6411 |       4.007e+02 |      0.000080 |             100 |            2835 |       6.650e+02 |
    | wrapped_iota                                                                                             | KERNEL_DISPATCH |               2 |            4800 |       2.400e+03 |      0.000060 |            2240 |            2560 |       2.263e+02 |
    | loop_select_fusion                                                                                       | KERNEL_DISPATCH |               1 |            4640 |       4.640e+03 |      0.000058 |            4640 |            4640 |       0.000e+00 |
    | hipDeviceGetStreamPriorityRange                                                                          | HIP_API         |               4 |            4339 |       1.085e+03 |      0.000054 |             271 |            3366 |       1.521e+03 |
    | loop_compare_fusion                                                                                      | KERNEL_DISPATCH |               1 |            4320 |       4.320e+03 |      0.000054 |            4320 |            4320 |       0.000e+00 |
    | input_concatenate_fusion                                                                                 | KERNEL_DISPATCH |               1 |            2560 |       2.560e+03 |      0.000032 |            2560 |            2560 |       0.000e+00 |

