
    ROCPROFV3 SUMMARY:

    |                                                   NAME                                                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | hipStreamIsCapturing                                                                                     | HIP_API         |             808 |         1454416 |       1.800e+03 |      0.017226 |             902 |           23034 |       1.290e+03 |
    | hipMemcpyHtoDAsync                                                                                       | HIP_API         |              45 |         1201025 |       2.669e+04 |      0.014225 |            4378 |           81435 |       1.728e+04 |
    | hipStreamWaitEvent                                                                                       | HIP_API         |             192 |         1145149 |       5.964e+03 |      0.013563 |             411 |           42391 |       7.536e+03 |
    | loop_multiply_fusion                                                                                     | KERNEL_DISPATCH |             215 |          968482 |       4.505e+03 |      0.011470 |            2560 |           74400 |       6.780e+03 |
    | hipMemGetInfo                                                                                            | HIP_API         |             240 |          934965 |       3.896e+03 |      0.011073 |             881 |           13596 |       2.500e+03 |
    | r2c_even_post_Ndiv4_dim1_sp_CI_CI                                                                        | KERNEL_DISPATCH |             202 |          824492 |       4.082e+03 |      0.009765 |            3840 |            4640 |       1.239e+02 |
    | loop_add_concatenate_fusion                                                                              | KERNEL_DISPATCH |             200 |          819208 |       4.096e+03 |      0.009702 |            3520 |            4480 |       1.293e+02 |
    | loop_add_fusion_4                                                                                        | KERNEL_DISPATCH |             200 |          809446 |       4.047e+03 |      0.009587 |            1920 |            4320 |       1.976e+02 |
    | loop_add_fusion_3                                                                                        | KERNEL_DISPATCH |             200 |          804009 |       4.020e+03 |      0.009522 |            3040 |            4640 |       1.361e+02 |
    | hipHostFree                                                                                              | HIP_API         |               2 |          679000 |       3.395e+05 |      0.008042 |          111372 |          567628 |       3.226e+05 |
    | hipCtxSetCurrent                                                                                         | HIP_API         |            1884 |          581213 |       3.085e+02 |      0.006884 |              80 |           21341 |       9.483e+02 |
    | hipDeviceEnablePeerAccess                                                                                | HIP_API         |              56 |          549138 |       9.806e+03 |      0.006504 |             261 |          135297 |       2.540e+04 |
    | hipSetDevice                                                                                             | HIP_API         |            1336 |          390430 |       2.922e+02 |      0.004624 |              70 |           10250 |       8.159e+02 |
    | __amd_rocclr_fillBufferAligned                                                                           | KERNEL_DISPATCH |               9 |          302562 |       3.362e+04 |      0.003583 |           30080 |           35041 |       1.536e+03 |
    | hipGetDevice                                                                                             | HIP_API         |            1421 |          288367 |       2.029e+02 |      0.003415 |              60 |           38814 |       1.292e+03 |
    | wrapped_transpose                                                                                        | KERNEL_DISPATCH |               2 |          283042 |       1.415e+05 |      0.003352 |          140961 |          142081 |       7.920e+02 |
    | input_transpose_fusion                                                                                   | KERNEL_DISPATCH |               2 |          275843 |       1.379e+05 |      0.003267 |          137441 |          138402 |       6.795e+02 |
    | hipModuleGetFunction                                                                                     | HIP_API         |              91 |          271488 |       2.983e+03 |      0.003215 |             260 |           12173 |       1.973e+03 |
    | hipEventCreateWithFlags                                                                                  | HIP_API         |             183 |          224527 |       1.227e+03 |      0.002659 |             400 |           16862 |       1.525e+03 |
    | hipGraphInstantiate                                                                                      | HIP_API         |               1 |          205711 |       2.057e+05 |      0.002436 |          205711 |          205711 |       0.000e+00 |
    | hipDeviceGet                                                                                             | HIP_API         |              24 |          192687 |       8.029e+03 |      0.002282 |              80 |           38273 |       1.310e+04 |
    | hipDeviceSynchronize                                                                                     | HIP_API         |               8 |          163782 |       2.047e+04 |      0.001940 |            8466 |           24516 |       5.230e+03 |
    | hipEventDestroy                                                                                          | HIP_API         |             177 |          155612 |       8.792e+02 |      0.001843 |             391 |            9438 |       9.489e+02 |
    | hipGetDevicePropertiesR0600                                                                              | HIP_API         |              92 |          138157 |       1.502e+03 |      0.001636 |             150 |           40808 |       4.517e+03 |
    | hipGraphExecDestroy                                                                                      | HIP_API         |               1 |          126330 |       1.263e+05 |      0.001496 |          126330 |          126330 |       0.000e+00 |
    | hipDeviceGetAttribute                                                                                    | HIP_API         |             192 |           78071 |       4.066e+02 |      0.000925 |             180 |           10369 |       1.098e+03 |
    | hipExtGetLastError                                                                                       | HIP_API         |             404 |           77563 |       1.920e+02 |      0.000919 |             101 |            5691 |       3.574e+02 |
    | hipModuleGetGlobal                                                                                       | HIP_API         |              16 |           56438 |       3.527e+03 |      0.000668 |            1472 |           27953 |       6.524e+03 |
    | hipFuncGetAttribute                                                                                      | HIP_API         |              82 |           47156 |       5.751e+02 |      0.000559 |              90 |            6993 |       8.318e+02 |
    | hipDeviceGetName                                                                                         | HIP_API         |              16 |           41567 |       2.598e+03 |      0.000492 |              90 |           31469 |       7.856e+03 |
    | hipDeviceGetPCIBusId                                                                                     | HIP_API         |              16 |           37750 |       2.359e+03 |      0.000447 |             621 |           11792 |       2.697e+03 |
    | hipCtxGetCurrent                                                                                         | HIP_API         |               8 |           34736 |       4.342e+03 |      0.000411 |             361 |           22993 |       7.706e+03 |
    | hipCtxGetDevice                                                                                          | HIP_API         |             120 |           31798 |       2.650e+02 |      0.000377 |              60 |           17834 |       1.636e+03 |
    | twiddle_gen_radices_sp                                                                                   | KERNEL_DISPATCH |               1 |           29600 |       2.960e+04 |      0.000351 |           29600 |           29600 |       0.000e+00 |
    | hipGetDeviceCount                                                                                        | HIP_API         |              31 |           29452 |       9.501e+02 |      0.000349 |             260 |            4458 |       6.824e+02 |
    | hipDevicePrimaryCtxGetState                                                                              | HIP_API         |               8 |           26199 |       3.275e+03 |      0.000310 |             752 |           13215 |       4.585e+03 |
    | hipGraphExecKernelNodeSetParams                                                                          | HIP_API         |               3 |           26009 |       8.670e+03 |      0.000308 |            3026 |           19627 |       9.491e+03 |
    | hipGraphExecMemcpyNodeSetParams1D                                                                        | HIP_API         |               5 |           20118 |       4.024e+03 |      0.000238 |            2084 |           11372 |       4.109e+03 |
    | hipGraphAddKernelNode                                                                                    | HIP_API         |               3 |           19918 |       6.639e+03 |      0.000236 |            1673 |           13987 |       6.493e+03 |
    | wrapped_multiply                                                                                         | KERNEL_DISPATCH |               4 |           18560 |       4.640e+03 |      0.000220 |            4320 |            4800 |       2.263e+02 |
    | wrapped_exponential                                                                                      | KERNEL_DISPATCH |               4 |           17920 |       4.480e+03 |      0.000212 |            4320 |            4640 |       1.306e+02 |
    | loop_divide_fusion                                                                                       | KERNEL_DISPATCH |               4 |           17760 |       4.440e+03 |      0.000210 |            4160 |            4960 |       3.781e+02 |
    | hipDeviceCanAccessPeer                                                                                   | HIP_API         |              56 |           16461 |       2.939e+02 |      0.000195 |              80 |           10119 |       1.337e+03 |
    | hipDeviceTotalMem                                                                                        | HIP_API         |              16 |           16303 |       1.019e+03 |      0.000193 |              80 |            6503 |       2.119e+03 |
    | hipGraphAddMemcpyNode1D                                                                                  | HIP_API         |               5 |           14607 |       2.921e+03 |      0.000173 |             711 |           11221 |       4.640e+03 |
    | hipDevicePrimaryCtxRetain                                                                                | HIP_API         |               8 |           12842 |       1.605e+03 |      0.000152 |             330 |            5911 |       2.193e+03 |
    | hipGraphCreate                                                                                           | HIP_API         |               1 |           10961 |       1.096e+04 |      0.000130 |           10961 |           10961 |       0.000e+00 |
    | wrapped_cosine                                                                                           | KERNEL_DISPATCH |               2 |            9120 |       4.560e+03 |      0.000108 |            4320 |            4800 |       3.394e+02 |
    | twiddle_gen_N_sp                                                                                         | KERNEL_DISPATCH |               1 |            8640 |       8.640e+03 |      0.000102 |            8640 |            8640 |       0.000e+00 |
    | loop_add_fusion_5                                                                                        | KERNEL_DISPATCH |               2 |            8480 |       4.240e+03 |      0.000100 |            4160 |            4320 |       1.131e+02 |
    | hipGraphDestroy                                                                                          | HIP_API         |               1 |            8015 |       8.015e+03 |      0.000095 |            8015 |            8015 |       0.000e+00 |
    | loop_add_fusion_6                                                                                        | KERNEL_DISPATCH |               2 |            8000 |       4.000e+03 |      0.000095 |            4000 |            4000 |       0.000e+00 |
    | hipRuntimeGetVersion                                                                                     | HIP_API         |              16 |            6270 |       3.919e+02 |      0.000074 |              80 |            2875 |       6.758e+02 |
    | hipDriverGetVersion                                                                                      | HIP_API         |              16 |            5662 |       3.539e+02 |      0.000067 |              80 |            2415 |       5.678e+02 |
    | loop_select_fusion                                                                                       | KERNEL_DISPATCH |               1 |            4800 |       4.800e+03 |      0.000057 |            4800 |            4800 |       0.000e+00 |
    | loop_compare_fusion                                                                                      | KERNEL_DISPATCH |               1 |            4480 |       4.480e+03 |      0.000053 |            4480 |            4480 |       0.000e+00 |
    | hipDeviceGetStreamPriorityRange                                                                          | HIP_API         |               4 |            4298 |       1.074e+03 |      0.000051 |             250 |            3416 |       1.562e+03 |
    | wrapped_iota                                                                                             | KERNEL_DISPATCH |               2 |            3840 |       1.920e+03 |      0.000045 |            1920 |            1920 |       0.000e+00 |
    | input_concatenate_fusion                                                                                 | KERNEL_DISPATCH |               1 |            3040 |       3.040e+03 |      0.000036 |            3040 |            3040 |       0.000e+00 |

