
    ROCPROFV3 SUMMARY:

    |                                                         NAME                                                          |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | input_transpose_fusion                                                                                                | KERNEL_DISPATCH |               2 |         1121291 |       5.606e+05 |      0.013144 |          553605 |          567686 |       9.957e+03 |
    | wrapped_transpose                                                                                                     | KERNEL_DISPATCH |               2 |         1111051 |       5.555e+05 |      0.013024 |          555525 |          555526 |       7.071e-01 |
    | loop_multiply_fusion                                                                                                  | KERNEL_DISPATCH |             215 |         1103047 |       5.130e+03 |      0.012930 |            2560 |          143041 |       1.339e+04 |
    | hipStreamWaitEvent                                                                                                    | HIP_API         |             192 |         1086143 |       5.657e+03 |      0.012732 |             441 |           40588 |       7.062e+03 |
    | hipMemcpyHtoDAsync                                                                                                    | HIP_API         |              45 |          989648 |       2.199e+04 |      0.011601 |            5591 |           72047 |       1.639e+04 |
    | hipMemGetInfo                                                                                                         | HIP_API         |             240 |          927475 |       3.864e+03 |      0.010872 |             882 |           17373 |       2.583e+03 |
    | r2c_even_post_Ndiv4_dim1_dp_CI_CI                                                                                     | KERNEL_DISPATCH |             202 |          817287 |       4.046e+03 |      0.009580 |            3840 |            4480 |       1.114e+02 |
    | loop_add_concatenate_fusion                                                                                           | KERNEL_DISPATCH |             200 |          813127 |       4.066e+03 |      0.009532 |            3680 |            4480 |       1.114e+02 |
    | loop_add_fusion_4                                                                                                     | KERNEL_DISPATCH |             200 |          806251 |       4.031e+03 |      0.009451 |            1920 |            4320 |       1.784e+02 |
    | loop_add_fusion_3                                                                                                     | KERNEL_DISPATCH |             200 |          803367 |       4.017e+03 |      0.009417 |            3040 |            5280 |       1.678e+02 |
    | hipHostFree                                                                                                           | HIP_API         |               2 |          655927 |       3.280e+05 |      0.007689 |          108106 |          547821 |       3.109e+05 |
    | hipDeviceEnablePeerAccess                                                                                             | HIP_API         |              56 |          564664 |       1.008e+04 |      0.006619 |             270 |          112945 |       2.491e+04 |
    | hipCtxSetCurrent                                                                                                      | HIP_API         |            1884 |          505888 |       2.685e+02 |      0.005930 |              80 |           14347 |       5.755e+02 |
    | hipSetDevice                                                                                                          | HIP_API         |            1336 |          441011 |       3.301e+02 |      0.005170 |              70 |           16260 |       1.097e+03 |
    | __amd_rocclr_fillBufferAligned                                                                                        | KERNEL_DISPATCH |               9 |          304164 |       3.380e+04 |      0.003565 |           33280 |           34561 |       4.718e+02 |
    | hipModuleGetFunction                                                                                                  | HIP_API         |              91 |          267033 |       2.934e+03 |      0.003130 |             241 |           12173 |       1.908e+03 |
    | hipGetDevice                                                                                                          | HIP_API         |            1421 |          236033 |       1.661e+02 |      0.002767 |              60 |            5410 |       1.992e+02 |
    | hipGraphInstantiate                                                                                                   | HIP_API         |               1 |          232572 |       2.326e+05 |      0.002726 |          232572 |          232572 |       0.000e+00 |
    | hipEventCreateWithFlags                                                                                               | HIP_API         |             183 |          221165 |       1.209e+03 |      0.002593 |             380 |           18685 |       1.659e+03 |
    | hipDeviceGet                                                                                                          | HIP_API         |              24 |          183569 |       7.649e+03 |      0.002152 |              80 |           43071 |       1.236e+04 |
    | hipDeviceSynchronize                                                                                                  | HIP_API         |               8 |          169733 |       2.122e+04 |      0.001990 |            9538 |           27633 |       5.405e+03 |
    | hipEventDestroy                                                                                                       | HIP_API         |             177 |          159886 |       9.033e+02 |      0.001874 |             381 |            8386 |       9.106e+02 |
    | hipGraphExecDestroy                                                                                                   | HIP_API         |               1 |          126961 |       1.270e+05 |      0.001488 |          126961 |          126961 |       0.000e+00 |
    | hipGetDevicePropertiesR0600                                                                                           | HIP_API         |              92 |           99518 |       1.082e+03 |      0.001167 |             150 |            9538 |       1.699e+03 |
    | hipExtGetLastError                                                                                                    | HIP_API         |             404 |           76645 |       1.897e+02 |      0.000898 |             130 |            6191 |       3.017e+02 |
    | hipDeviceGetAttribute                                                                                                 | HIP_API         |             192 |           63812 |       3.324e+02 |      0.000748 |             180 |            9658 |       7.517e+02 |
    | hipModuleGetGlobal                                                                                                    | HIP_API         |              16 |           61977 |       3.874e+03 |      0.000726 |            1463 |           29155 |       6.757e+03 |
    | hipDeviceTotalMem                                                                                                     | HIP_API         |              16 |           51897 |       3.244e+03 |      0.000608 |             100 |           41709 |       1.037e+04 |
    | hipDevicePrimaryCtxGetState                                                                                           | HIP_API         |               8 |           49341 |       6.168e+03 |      0.000578 |             702 |           31069 |       1.050e+04 |
    | hipFuncGetAttribute                                                                                                   | HIP_API         |              82 |           45490 |       5.548e+02 |      0.000533 |              90 |            6833 |       7.957e+02 |
    | hipDeviceGetPCIBusId                                                                                                  | HIP_API         |              16 |           37763 |       2.360e+03 |      0.000443 |             541 |           12223 |       2.835e+03 |
    | hipDevicePrimaryCtxRetain                                                                                             | HIP_API         |               8 |           32872 |       4.109e+03 |      0.000385 |             371 |           16732 |       5.649e+03 |
    | hipGraphExecKernelNodeSetParams                                                                                       | HIP_API         |               3 |           30289 |       1.010e+04 |      0.000355 |            4018 |           21842 |       1.017e+04 |
    | twiddle_gen_radices_dp                                                                                                | KERNEL_DISPATCH |               1 |           28800 |       2.880e+04 |      0.000338 |           28800 |           28800 |       0.000e+00 |
    | hipGetDeviceCount                                                                                                     | HIP_API         |              31 |           28351 |       9.145e+02 |      0.000332 |             170 |            4459 |       6.885e+02 |
    | hipGraphAddKernelNode                                                                                                 | HIP_API         |               3 |           21501 |       7.167e+03 |      0.000252 |            1884 |           14858 |       6.814e+03 |
    | hipGraphExecMemcpyNodeSetParams1D                                                                                     | HIP_API         |               5 |           20960 |       4.192e+03 |      0.000246 |            2044 |           11261 |       3.958e+03 |
    | hipCtxGetDevice                                                                                                       | HIP_API         |             120 |           19689 |       1.641e+02 |      0.000231 |              60 |            5360 |       5.474e+02 |
    | wrapped_multiply                                                                                                      | KERNEL_DISPATCH |               4 |           19360 |       4.840e+03 |      0.000227 |            4640 |            4960 |       1.532e+02 |
    | hipCtxGetCurrent                                                                                                      | HIP_API         |               8 |           19165 |       2.396e+03 |      0.000225 |             450 |           10289 |       3.649e+03 |
    | loop_divide_fusion                                                                                                    | KERNEL_DISPATCH |               4 |           18240 |       4.560e+03 |      0.000214 |            4320 |            4800 |       2.066e+02 |
    | wrapped_exponential                                                                                                   | KERNEL_DISPATCH |               4 |           17281 |       4.320e+03 |      0.000203 |            4160 |            4481 |       1.310e+02 |
    | hipGraphAddMemcpyNode1D                                                                                               | HIP_API         |               5 |           14548 |       2.910e+03 |      0.000171 |             681 |           11211 |       4.642e+03 |
    | hipDeviceCanAccessPeer                                                                                                | HIP_API         |              56 |           13912 |       2.484e+02 |      0.000163 |              80 |            7083 |       9.327e+02 |
    | hipDeviceGetName                                                                                                      | HIP_API         |              16 |           12942 |       8.089e+02 |      0.000152 |             101 |            6131 |       1.592e+03 |
    | hipGraphCreate                                                                                                        | HIP_API         |               1 |           11141 |       1.114e+04 |      0.000131 |           11141 |           11141 |       0.000e+00 |
    | wrapped_cosine                                                                                                        | KERNEL_DISPATCH |               2 |           10880 |       5.440e+03 |      0.000128 |            5120 |            5760 |       4.525e+02 |
    | twiddle_gen_N_dp                                                                                                      | KERNEL_DISPATCH |               1 |            8640 |       8.640e+03 |      0.000101 |            8640 |            8640 |       0.000e+00 |
    | hipGraphDestroy                                                                                                       | HIP_API         |               1 |            8296 |       8.296e+03 |      0.000097 |            8296 |            8296 |       0.000e+00 |
    | loop_add_fusion_5                                                                                                     | KERNEL_DISPATCH |               2 |            8160 |       4.080e+03 |      0.000096 |            4000 |            4160 |       1.131e+02 |
    | loop_add_fusion_6                                                                                                     | KERNEL_DISPATCH |               2 |            8000 |       4.000e+03 |      0.000094 |            4000 |            4000 |       0.000e+00 |
    | hipDriverGetVersion                                                                                                   | HIP_API         |              16 |            7304 |       4.565e+02 |      0.000086 |              90 |            2905 |       7.520e+02 |
    | hipRuntimeGetVersion                                                                                                  | HIP_API         |              16 |            7045 |       4.403e+02 |      0.000083 |              70 |            3437 |       8.207e+02 |
    | loop_compare_fusion                                                                                                   | KERNEL_DISPATCH |               1 |            4480 |       4.480e+03 |      0.000053 |            4480 |            4480 |       0.000e+00 |
    | loop_select_fusion                                                                                                    | KERNEL_DISPATCH |               1 |            4320 |       4.320e+03 |      0.000051 |            4320 |            4320 |       0.000e+00 |
    | hipDeviceGetStreamPriorityRange                                                                                       | HIP_API         |               4 |            4289 |       1.072e+03 |      0.000050 |             261 |            3277 |       1.471e+03 |
    | wrapped_iota                                                                                                          | KERNEL_DISPATCH |               2 |            3840 |       1.920e+03 |      0.000045 |            1920 |            1920 |       0.000e+00 |
    | input_concatenate_fusion                                                                                              | KERNEL_DISPATCH |               1 |            2400 |       2.400e+03 |      0.000028 |            2400 |            2400 |       0.000e+00 |

