
    ROCPROFV3 SUMMARY:

    |                   NAME                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | hipGraphExecKernelNodeSetParams          | HIP_API         |              20 |           83386 |       4.169e+03 |      0.000562 |            1854 |           16190 |       3.134e+03 |
    | hipGraphExecMemcpyNodeSetParams1D        | HIP_API         |              30 |           77197 |       2.573e+03 |      0.000520 |            1413 |            9929 |       1.658e+03 |
    | hipGetDevicePropertiesR0600              | HIP_API         |              67 |           71705 |       1.070e+03 |      0.000483 |             150 |            9207 |       1.631e+03 |
    | hipStreamQuery                           | HIP_API         |             150 |           68950 |       4.597e+02 |      0.000464 |             300 |            8276 |       6.517e+02 |
    | loop_add_fusion_2                        | KERNEL_DISPATCH |              12 |           49441 |       4.120e+03 |      0.000333 |            4000 |            4161 |       7.241e+01 |
    | loop_add_fusion_3                        | KERNEL_DISPATCH |              12 |           48320 |       4.027e+03 |      0.000325 |            3840 |            4160 |       1.148e+02 |
    | hipDevicePrimaryCtxRetain                | HIP_API         |               8 |           42079 |       5.260e+03 |      0.000283 |             331 |           16351 |       5.404e+03 |
    | hipDeviceTotalMem                        | HIP_API         |              16 |           39976 |       2.498e+03 |      0.000269 |              90 |           29196 |       7.294e+03 |
    | hipCtxGetDevice                          | HIP_API         |             120 |           37327 |       3.111e+02 |      0.000251 |              60 |           13245 |       1.412e+03 |
    | hipDeviceGetPCIBusId                     | HIP_API         |              16 |           36839 |       2.302e+03 |      0.000248 |             561 |           10470 |       2.403e+03 |
    | hipDevicePrimaryCtxGetState              | HIP_API         |               8 |           30398 |       3.800e+03 |      0.000205 |             691 |           15660 |       5.414e+03 |
    | hipModuleGetGlobal                       | HIP_API         |               2 |           29858 |       1.493e+04 |      0.000201 |            1834 |           28024 |       1.852e+04 |
    | hipFuncGetAttribute                      | HIP_API         |              44 |           26467 |       6.015e+02 |      0.000178 |              80 |            6904 |       1.041e+03 |
    | hipGraphAddKernelNode                    | HIP_API         |               2 |           23134 |       1.157e+04 |      0.000156 |            5099 |           18035 |       9.147e+03 |
    | hipGetDeviceCount                        | HIP_API         |              17 |           18763 |       1.104e+03 |      0.000126 |             190 |            4439 |       8.930e+02 |
    | input_reduce_fusion_1                    | KERNEL_DISPATCH |               3 |           16800 |       5.600e+03 |      0.000113 |            5600 |            5600 |       0.000e+00 |
    | hipDeviceCanAccessPeer                   | HIP_API         |              56 |           15385 |       2.747e+02 |      0.000104 |              70 |            9078 |       1.198e+03 |
    | hipGetDevice                             | HIP_API         |              36 |           13245 |       3.679e+02 |      0.000089 |              70 |            2545 |       4.581e+02 |
    | hipGraphAddMemcpyNode1D                  | HIP_API         |               3 |           12283 |       4.094e+03 |      0.000083 |             962 |           10309 |       5.382e+03 |
    | hipGraphCreate                           | HIP_API         |               1 |           11742 |       1.174e+04 |      0.000079 |           11742 |           11742 |       0.000e+00 |
    | hipDeviceGetName                         | HIP_API         |              16 |           10430 |       6.519e+02 |      0.000070 |              80 |            6152 |       1.480e+03 |
    | hipCtxGetCurrent                         | HIP_API         |               8 |            8267 |       1.033e+03 |      0.000056 |             371 |            5200 |       1.684e+03 |
    | hipRuntimeGetVersion                     | HIP_API         |              16 |            6547 |       4.092e+02 |      0.000044 |              90 |            2826 |       6.679e+02 |
    | hipGraphDestroy                          | HIP_API         |               1 |            6192 |       6.192e+03 |      0.000042 |            6192 |            6192 |       0.000e+00 |
    | hipDriverGetVersion                      | HIP_API         |              16 |            6131 |       3.832e+02 |      0.000041 |              70 |            2915 |       6.880e+02 |
    | hipDeviceGetStreamPriorityRange          | HIP_API         |               4 |            4287 |       1.072e+03 |      0.000029 |             350 |            3196 |       1.416e+03 |
    | wrapped_divide                           | KERNEL_DISPATCH |               1 |            2400 |       2.400e+03 |      0.000016 |            2400 |            2400 |       0.000e+00 |

