-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | compute_rho                                                                                                         | MARKER_API      |              22 |        33094979 |       1.504e+06 |      0.281657 |           11662 |         3090431 |       1.476e+06 |
    | Kokkos::View::initialization [rho_k]                                                                                | MARKER_API      |               4 |        15467078 |       3.867e+06 |      0.131634 |            3360 |        15445478 |       7.719e+06 |
    | hipLaunchKernel                                                                                                     | HIP_API         |              99 |        14156489 |       1.430e+05 |      0.120480 |            5751 |         7999595 |       7.981e+05 |
    | hipModuleLoadData                                                                                                   | HIP_API         |              19 |        12183635 |       6.412e+05 |      0.103690 |          417894 |          840297 |       1.216e+05 |
    | Kokkos::View::initialization via memset                                                                             | MARKER_API      |              26 |         8645620 |       3.325e+05 |      0.073579 |             360 |         2837881 |       9.176e+05 |
    | KokkosFFT::cleanup_plan[TPL_hipfft]                                                                                 | MARKER_API      |               2 |         6262997 |       3.131e+06 |      0.053302 |         2352108 |         3910889 |       1.102e+06 |
    | hipModuleUnload                                                                                                     | HIP_API         |              19 |         6059434 |       3.189e+05 |      0.051569 |            1964 |         1487335 |       3.056e+05 |
    | hipModuleLaunchKernel                                                                                               | HIP_API         |              91 |         5641090 |       6.199e+04 |      0.048009 |            7114 |           97795 |       2.647e+04 |
    | Kokkos::deep_copy: copy between contiguous views, post deep copy fence                                              | MARKER_API      |              38 |         5640854 |       1.484e+05 |      0.048007 |             461 |         5429824 |       8.799e+05 |
    | Kokkos::Initialization Complete                                                                                     | MARKER_API      |              38 |         5558295 |       1.463e+05 |      0.047304 |               0 |         5421333 |       8.789e+05 |
    | hipFree                                                                                                             | HIP_API         |              37 |         5391219 |       1.457e+05 |      0.045882 |            1193 |         5088686 |       8.355e+05 |
    | KokkosFFT::exec_plan[TPL_hipfftExecZ2D]                                                                             | MARKER_API      |              99 |         5174191 |       5.226e+04 |      0.044035 |            3841 |          356417 |       7.364e+04 |
    | hipStreamDestroy                                                                                                    | HIP_API         |               1 |         4371233 |       4.371e+06 |      0.037202 |         4371233 |         4371233 |       0.000e+00 |
    | Kokkos::View::initialization [fn] via memset                                                                        | MARKER_API      |               2 |         2838071 |       1.419e+06 |      0.024154 |           12604 |         2825467 |       1.989e+06 |
    | Kokkos::View::initialization [f] via memset                                                                         | MARKER_API      |               2 |         2815849 |       1.408e+06 |      0.023964 |            9739 |         2806110 |       1.977e+06 |
    | Kokkos::View::initialization [fnp1] via memset                                                                      | MARKER_API      |               2 |         2814906 |       1.407e+06 |      0.023956 |            8476 |         2806430 |       1.978e+06 |
    | KokkosFFT::exec_plan[TPL_hipfftExecD2Z]                                                                             | MARKER_API      |              33 |         1780884 |       5.397e+04 |      0.015156 |            6880 |          200350 |       6.793e+04 |
    | solve_poisson                                                                                                       | MARKER_API      |              22 |          773597 |       3.516e+04 |      0.006584 |            3680 |          102114 |       3.665e+04 |
    | delta_rho                                                                                                           | MARKER_API      |              22 |          751245 |       3.415e+04 |      0.006394 |            3840 |          102906 |       3.561e+04 |
    | hipMalloc                                                                                                           | HIP_API         |              37 |          609788 |       1.648e+04 |      0.005190 |            1152 |          138493 |       3.410e+04 |
    | hipHostMalloc                                                                                                       | HIP_API         |               2 |          564543 |       2.823e+05 |      0.004805 |           85132 |          479411 |       2.788e+05 |
    | SharedAllocationRecord<Kokkos::HIPSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace | MARKER_API      |              23 |          332389 |       1.445e+04 |      0.002829 |           10029 |           30057 |       4.700e+03 |
    | hipHostFree                                                                                                         | HIP_API         |               2 |          330017 |       1.650e+05 |      0.002809 |          107674 |          222343 |       8.108e+04 |
    | hipMemcpy                                                                                                           | HIP_API         |               8 |          252690 |       3.159e+04 |      0.002151 |           23614 |           40237 |       6.880e+03 |
    | hipMemsetAsync                                                                                                      | HIP_API         |              19 |          147969 |       7.788e+03 |      0.001259 |            5670 |           15339 |       2.484e+03 |
    | hipSetDevice                                                                                                        | HIP_API         |             385 |          126639 |       3.289e+02 |      0.001078 |              70 |            9759 |       9.914e+02 |
    | Kokkos::deep_copy: copy between contiguous views, pre view equality check                                           | MARKER_API      |              38 |           79711 |       2.098e+03 |      0.000678 |             381 |           14477 |       2.392e+03 |
    | HostSpace::impl_deallocate before free                                                                              | MARKER_API      |              26 |           78660 |       3.025e+03 |      0.000669 |             331 |           18015 |       3.776e+03 |
    | Kokkos::View::initialization [linspace] via memset                                                                  | MARKER_API      |               8 |           66454 |       8.307e+03 |      0.000566 |            1760 |           27282 |       8.966e+03 |
    | hipModuleGetFunction                                                                                                | HIP_API         |              19 |           55113 |       2.901e+03 |      0.000469 |            1783 |            9417 |       1.784e+03 |
    | Kokkos::View::initialization                                                                                        | MARKER_API      |               4 |           53171 |       1.329e+04 |      0.000453 |            8967 |           21721 |       5.874e+03 |
    | hipMemcpyToSymbolAsync                                                                                              | HIP_API         |               1 |           45036 |       4.504e+04 |      0.000383 |           45036 |           45036 |       0.000e+00 |
    | hipMemset                                                                                                           | HIP_API         |               2 |           38584 |       1.929e+04 |      0.000328 |            6242 |           32342 |       1.846e+04 |
    | hipGetDevice                                                                                                        | HIP_API         |             149 |           32716 |       2.196e+02 |      0.000278 |              60 |            3507 |       3.391e+02 |
    | Kokkos::View::initialization [rho] via memset                                                                       | MARKER_API      |               4 |           32085 |       8.021e+03 |      0.000273 |            3840 |           13065 |       4.498e+03 |
    | Kokkos::View::initialization [f0] via memset                                                                        | MARKER_API      |               4 |           31961 |       7.990e+03 |      0.000272 |            1920 |           17905 |       7.129e+03 |
    | hipFuncGetAttributes                                                                                                | HIP_API         |               5 |           31831 |       6.366e+03 |      0.000271 |            2104 |           16021 |       5.567e+03 |
    | Kokkos::View::initialization [phi] via memset                                                                       | MARKER_API      |               4 |           29571 |       7.393e+03 |      0.000252 |            3680 |           12774 |       4.307e+03 |
    | Kokkos::View::initialization [freq] via memset                                                                      | MARKER_API      |               5 |           26399 |       5.280e+03 |      0.000225 |            1760 |           12474 |       4.850e+03 |
    | hipGetDevicePropertiesR0600                                                                                         | HIP_API         |              18 |           24598 |       1.367e+03 |      0.000209 |             231 |           10920 |       2.423e+03 |
    | hipEventRecord                                                                                                      | HIP_API         |               1 |           22583 |       2.258e+04 |      0.000192 |           22583 |           22583 |       0.000e+00 |
    | desul::(anonymous namespace)::init_lock_arrays_hip_kernel()                                                         | KERNEL_DISPATCH |               1 |           15201 |       1.520e+04 |      0.000129 |           15201 |           15201 |       0.000e+00 |
    | __amd_rocclr_copyBuffer                                                                                             | KERNEL_DISPATCH |               2 |           14880 |       7.440e+03 |      0.000127 |            5120 |            9760 |       3.281e+03 |
    | Kokkos::View::initialization [phi_k]                                                                                | MARKER_API      |               2 |           13902 |       6.951e+03 |      0.000118 |            2720 |           11182 |       5.984e+03 |
    | Kokkos::View::initialization [Ey] via memset                                                                        | MARKER_API      |               2 |           13758 |       6.879e+03 |      0.000117 |            4160 |            9598 |       3.845e+03 |
    | Kokkos::View::initialization [Ex] via memset                                                                        | MARKER_API      |               2 |           12245 |       6.122e+03 |      0.000104 |            4320 |            7925 |       2.549e+03 |
    | Kokkos::View::initialization [Ex_k]                                                                                 | MARKER_API      |               2 |           11748 |       5.874e+03 |      0.000100 |            2400 |            9348 |       4.913e+03 |
    | Kokkos::View::initialization [Ey_k]                                                                                 | MARKER_API      |               2 |           10807 |       5.404e+03 |      0.000092 |            2080 |            8727 |       4.700e+03 |
    | Kokkos::View::initialization [inv_ksq] via memset                                                                   | MARKER_API      |               2 |           10766 |       5.383e+03 |      0.000092 |            1920 |            8846 |       4.897e+03 |
    | Kokkos::View::initialization [delta_rho] via memset                                                                 | MARKER_API      |               2 |           10556 |       5.278e+03 |      0.000090 |            1920 |            8636 |       4.749e+03 |
    | hipEventDestroy                                                                                                     | HIP_API         |               1 |            8366 |       8.366e+03 |      0.000071 |            8366 |            8366 |       0.000e+00 |
    | __amd_rocclr_fillBufferAligned                                                                                      | KERNEL_DISPATCH |               2 |            7840 |       3.920e+03 |      0.000067 |            2240 |            5600 |       2.376e+03 |
    | hipEventCreateWithFlags                                                                                             | HIP_API         |               1 |            7074 |       7.074e+03 |      0.000060 |            7074 |            7074 |       0.000e+00 |
    | hipStreamGetDevice                                                                                                  | HIP_API         |               1 |            6743 |       6.743e+03 |      0.000057 |            6743 |            6743 |       0.000e+00 |
    | Kokkos::View::initialization [inv_ksq_mirror] via memset                                                            | MARKER_API      |               1 |            5570 |       5.570e+03 |      0.000047 |            5570 |            5570 |       0.000e+00 |
    | Kokkos::View::initialization [linspace_mirror] via memset                                                           | MARKER_API      |               4 |            2755 |       6.888e+02 |      0.000023 |             561 |            1022 |       2.225e+02 |
    | Kokkos::View::initialization [freq_mirror] via memset                                                               | MARKER_API      |               2 |            1132 |       5.660e+02 |      0.000010 |             491 |             641 |       1.061e+02 |
    | Kokkos::Finalization Complete                                                                                       | MARKER_API      |               1 |               0 |       0.000e+00 |      0.000000 |               0 |               0 |       0.000e+00 |

