-----------------------------------------------------------
KokkosP: rocprofv3 Connector (sequence is 0, version: 20240906)
-----------------------------------------------------------

-----------------------------------------------------------
KokkosP: Finalization of rocprofv3 Connector. Complete.
-----------------------------------------------------------

    ROCPROFV3 SUMMARY:

    |                                                        NAME                                                         |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | Kokkos::View::initialization via memset                                                                             | MARKER_API      |              26 |         4402519 |       1.693e+05 |      0.042258 |             380 |         1413379 |       4.554e+05 |
    | hipStreamDestroy                                                                                                    | HIP_API         |               1 |         4063541 |       4.064e+06 |      0.039004 |         4063541 |         4063541 |       0.000e+00 |
    | Kokkos::deep_copy: copy between contiguous views, post deep copy fence                                              | MARKER_API      |              38 |         2754331 |       7.248e+04 |      0.026437 |             441 |         2541075 |       4.113e+05 |
    | Kokkos::Initialization Complete                                                                                     | MARKER_API      |              38 |         2654272 |       6.985e+04 |      0.025477 |               0 |         2532831 |       4.103e+05 |
    | KokkosFFT::exec_plan[TPL_hipfftExecR2C]                                                                             | MARKER_API      |              33 |         1675455 |       5.077e+04 |      0.016082 |            7040 |          173130 |       6.379e+04 |
    | Kokkos::View::initialization [f] via memset                                                                         | MARKER_API      |               2 |         1412227 |       7.061e+05 |      0.013555 |            9488 |         1402739 |       9.852e+05 |
    | Kokkos::View::initialization [fn] via memset                                                                        | MARKER_API      |               2 |         1407955 |       7.040e+05 |      0.013514 |           14818 |         1393137 |       9.746e+05 |
    | Kokkos::View::initialization [fnp1] via memset                                                                      | MARKER_API      |               2 |         1397134 |       6.986e+05 |      0.013410 |            9117 |         1388017 |       9.750e+05 |
    | hipFree                                                                                                             | HIP_API         |              37 |         1277903 |       3.454e+04 |      0.012266 |            1233 |         1046861 |       1.716e+05 |
    | solve_poisson                                                                                                       | MARKER_API      |              22 |          724952 |       3.295e+04 |      0.006958 |            3840 |           79421 |       3.364e+04 |
    | delta_rho                                                                                                           | MARKER_API      |              22 |          723468 |       3.288e+04 |      0.006944 |            3840 |          111683 |       3.698e+04 |
    | hipHostMalloc                                                                                                       | HIP_API         |               2 |          583780 |       2.919e+05 |      0.005603 |           84260 |          499520 |       2.936e+05 |
    | hipMalloc                                                                                                           | HIP_API         |              37 |          469763 |       1.270e+04 |      0.004509 |            1012 |           84722 |       2.214e+04 |
    | hipHostFree                                                                                                         | HIP_API         |               2 |          329307 |       1.647e+05 |      0.003161 |          108246 |          221061 |       7.977e+04 |
    | SharedAllocationRecord<Kokkos::HIPSpace, void>::SharedAllocationRecord(): fence after copying header from HostSpace | MARKER_API      |              23 |          325678 |       1.416e+04 |      0.003126 |            9839 |           30277 |       4.373e+03 |
    | hipMemcpy                                                                                                           | HIP_API         |               8 |          240408 |       3.005e+04 |      0.002308 |           19728 |           45116 |       8.044e+03 |
    | hipMemsetAsync                                                                                                      | HIP_API         |              19 |          160382 |       8.441e+03 |      0.001539 |            6092 |           16902 |       3.183e+03 |
    | hipSetDevice                                                                                                        | HIP_API         |             385 |          122347 |       3.178e+02 |      0.001174 |              70 |            9659 |       1.028e+03 |
    | HostSpace::impl_deallocate before free                                                                              | MARKER_API      |              26 |           92223 |       3.547e+03 |      0.000885 |             360 |           30859 |       6.008e+03 |
    | Kokkos::deep_copy: copy between contiguous views, pre view equality check                                           | MARKER_API      |              38 |           86528 |       2.277e+03 |      0.000831 |             391 |           16431 |       2.721e+03 |
    | Kokkos::View::initialization [linspace] via memset                                                                  | MARKER_API      |               8 |           67384 |       8.423e+03 |      0.000647 |            1760 |           26881 |       8.871e+03 |
    | hipModuleGetFunction                                                                                                | HIP_API         |              19 |           54131 |       2.849e+03 |      0.000520 |            1803 |            9828 |       1.777e+03 |
    | Kokkos::View::initialization                                                                                        | MARKER_API      |               4 |           41208 |       1.030e+04 |      0.000396 |            8807 |           12073 |       1.541e+03 |
    | Kokkos::View::initialization [f0] via memset                                                                        | MARKER_API      |               4 |           39213 |       9.803e+03 |      0.000376 |            2080 |           24256 |       1.003e+04 |
    | hipMemset                                                                                                           | HIP_API         |               2 |           39075 |       1.954e+04 |      0.000375 |            7254 |           31821 |       1.737e+04 |
    | Kokkos::View::initialization [rho] via memset                                                                       | MARKER_API      |               4 |           35062 |       8.766e+03 |      0.000337 |            3680 |           16251 |       5.883e+03 |
    | Kokkos::View::initialization [phi] via memset                                                                       | MARKER_API      |               4 |           31104 |       7.776e+03 |      0.000299 |            4000 |           13195 |       4.429e+03 |
    | hipMemcpyToSymbolAsync                                                                                              | HIP_API         |               1 |           28354 |       2.835e+04 |      0.000272 |           28354 |           28354 |       0.000e+00 |
    | Kokkos::View::initialization [freq] via memset                                                                      | MARKER_API      |               5 |           28331 |       5.666e+03 |      0.000272 |            1760 |           13545 |       5.228e+03 |
    | hipGetDevice                                                                                                        | HIP_API         |             149 |           27144 |       1.822e+02 |      0.000261 |              60 |            3768 |       3.251e+02 |
    | hipFuncGetAttributes                                                                                                | HIP_API         |               5 |           26039 |       5.208e+03 |      0.000250 |            2154 |           10259 |       3.336e+03 |
    | hipGetDevicePropertiesR0600                                                                                         | HIP_API         |              18 |           23214 |       1.290e+03 |      0.000223 |             240 |           10369 |       2.309e+03 |
    | __amd_rocclr_copyBuffer                                                                                             | KERNEL_DISPATCH |               2 |           15840 |       7.920e+03 |      0.000152 |            5760 |           10080 |       3.055e+03 |
    | desul::(anonymous namespace)::init_lock_arrays_hip_kernel()                                                         | KERNEL_DISPATCH |               1 |           15521 |       1.552e+04 |      0.000149 |           15521 |           15521 |       0.000e+00 |
    | hipEventRecord                                                                                                      | HIP_API         |               1 |           14227 |       1.423e+04 |      0.000137 |           14227 |           14227 |       0.000e+00 |
    | Kokkos::View::initialization [Ex] via memset                                                                        | MARKER_API      |               2 |           13827 |       6.914e+03 |      0.000133 |            4640 |            9187 |       3.215e+03 |
    | Kokkos::View::initialization [phi_k]                                                                                | MARKER_API      |               2 |           13622 |       6.811e+03 |      0.000131 |            2240 |           11382 |       6.464e+03 |
    | Kokkos::View::initialization [Ey] via memset                                                                        | MARKER_API      |               2 |           12937 |       6.468e+03 |      0.000124 |            4160 |            8777 |       3.265e+03 |
    | __amd_rocclr_fillBufferAligned                                                                                      | KERNEL_DISPATCH |               2 |           11520 |       5.760e+03 |      0.000111 |            4320 |            7200 |       2.036e+03 |
    | Kokkos::View::initialization [Ex_k]                                                                                 | MARKER_API      |               2 |           11308 |       5.654e+03 |      0.000109 |            2240 |            9068 |       4.828e+03 |
    | Kokkos::View::initialization [inv_ksq] via memset                                                                   | MARKER_API      |               2 |           10838 |       5.419e+03 |      0.000104 |            1760 |            9078 |       5.175e+03 |
    | Kokkos::View::initialization [delta_rho] via memset                                                                 | MARKER_API      |               2 |           10276 |       5.138e+03 |      0.000099 |            1920 |            8356 |       4.551e+03 |
    | Kokkos::View::initialization [Ey_k]                                                                                 | MARKER_API      |               2 |           10246 |       5.123e+03 |      0.000098 |            1760 |            8486 |       4.756e+03 |
    | hipEventDestroy                                                                                                     | HIP_API         |               1 |            8596 |       8.596e+03 |      0.000083 |            8596 |            8596 |       0.000e+00 |
    | hipStreamGetDevice                                                                                                  | HIP_API         |               1 |            7103 |       7.103e+03 |      0.000068 |            7103 |            7103 |       0.000e+00 |
    | hipEventCreateWithFlags                                                                                             | HIP_API         |               1 |            6833 |       6.833e+03 |      0.000066 |            6833 |            6833 |       0.000e+00 |
    | Kokkos::View::initialization [linspace_mirror] via memset                                                           | MARKER_API      |               4 |            2404 |       6.010e+02 |      0.000023 |             491 |             761 |       1.197e+02 |
    | Kokkos::View::initialization [inv_ksq_mirror] via memset                                                            | MARKER_API      |               1 |            2345 |       2.345e+03 |      0.000023 |            2345 |            2345 |       0.000e+00 |
    | Kokkos::View::initialization [freq_mirror] via memset                                                               | MARKER_API      |               2 |            1202 |       6.010e+02 |      0.000012 |             581 |             621 |       2.828e+01 |
    | Kokkos::Finalization Complete                                                                                       | MARKER_API      |               1 |               0 |       0.000e+00 |      0.000000 |               0 |               0 |       0.000e+00 |

