
    ROCPROFV3 SUMMARY:

    |                                                   NAME                                                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | hipGraphCreate                                                                                           | HIP_API         |               1 |           12083 |       1.208e+04 |      0.000143 |           12083 |           12083 |       0.000e+00 |
    | wrapped_exponential                                                                                      | KERNEL_DISPATCH |               2 |            9600 |       4.800e+03 |      0.000113 |            4640 |            4960 |       2.263e+02 |
    | loop_divide_fusion                                                                                       | KERNEL_DISPATCH |               3 |            9600 |       3.200e+03 |      0.000113 |            2400 |            4640 |       1.250e+03 |
    | loop_select_fusion                                                                                       | KERNEL_DISPATCH |               2 |            8641 |       4.320e+03 |      0.000102 |            3360 |            5281 |       1.358e+03 |
    | hipCtxGetCurrent                                                                                         | HIP_API         |               8 |            8626 |       1.078e+03 |      0.000102 |             360 |            5290 |       1.705e+03 |
    | hipGraphDestroy                                                                                          | HIP_API         |               1 |            8517 |       8.517e+03 |      0.000101 |            8517 |            8517 |       0.000e+00 |
    | wrapped_negate                                                                                           | KERNEL_DISPATCH |               2 |            8480 |       4.240e+03 |      0.000100 |            4160 |            4320 |       1.131e+02 |
    | twiddle_gen_half_N_sp                                                                                    | KERNEL_DISPATCH |               1 |            8320 |       8.320e+03 |      0.000098 |            8320 |            8320 |       0.000e+00 |
    | loop_add_fusion_3                                                                                        | KERNEL_DISPATCH |               2 |            8160 |       4.080e+03 |      0.000096 |            4000 |            4160 |       1.131e+02 |
    | loop_add_fusion_4                                                                                        | KERNEL_DISPATCH |               2 |            8000 |       4.000e+03 |      0.000094 |            4000 |            4000 |       0.000e+00 |
    | hipRuntimeGetVersion                                                                                     | HIP_API         |              16 |            6904 |       4.315e+02 |      0.000081 |              80 |            3016 |       7.186e+02 |
    | hipDeviceGetStreamPriorityRange                                                                          | HIP_API         |               4 |            6431 |       1.608e+03 |      0.000076 |             370 |            5290 |       2.455e+03 |
    | hipDriverGetVersion                                                                                      | HIP_API         |              16 |            6270 |       3.919e+02 |      0.000074 |              80 |            2745 |       6.457e+02 |
    | wrapped_iota                                                                                             | KERNEL_DISPATCH |               3 |            5600 |       1.867e+03 |      0.000066 |            1760 |            1920 |       9.238e+01 |
    | input_concatenate_fusion                                                                                 | KERNEL_DISPATCH |               2 |            5280 |       2.640e+03 |      0.000062 |            2400 |            2880 |       3.394e+02 |
    | loop_compare_fusion                                                                                      | KERNEL_DISPATCH |               1 |            4320 |       4.320e+03 |      0.000051 |            4320 |            4320 |       0.000e+00 |
    | loop_subtract_fusion                                                                                     | KERNEL_DISPATCH |               1 |            2880 |       2.880e+03 |      0.000034 |            2880 |            2880 |       0.000e+00 |

