
    ROCPROFV3 SUMMARY:

    |                                                         NAME                                                          |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | input_transpose_fusion_1                                                                                              | KERNEL_DISPATCH |              20 |       160793369 |       8.040e+06 |      1.066511 |         8009204 |         8073205 |       2.478e+04 |
    | hipInit                                                                                                               | HIP_API         |               2 |       152328220 |       7.616e+07 |      1.010363 |             582 |       152327638 |       1.077e+08 |
    | hipModuleLoadData                                                                                                     | HIP_API         |             110 |       109574218 |       9.961e+05 |      0.726784 |          374772 |         5085440 |       5.328e+05 |
    | hipStreamCreateWithPriority                                                                                           | HIP_API         |               4 |        76782740 |       1.920e+07 |      0.509285 |        19067239 |        19329416 |       1.072e+05 |
    | hipHostMalloc                                                                                                         | HIP_API         |               3 |        68642568 |       2.288e+07 |      0.455293 |           93538 |        67398705 |       3.856e+07 |
    | loop_convert_fusion_2                                                                                                 | KERNEL_DISPATCH |              40 |        48114102 |       1.203e+06 |      0.319131 |         1193452 |         1214572 |       4.482e+03 |
    | hipGraphLaunch                                                                                                        | HIP_API         |              44 |        32086354 |       7.292e+05 |      0.212822 |           30438 |         1610239 |       3.586e+05 |
    | hipModuleUnload                                                                                                       | HIP_API         |             110 |        27798255 |       2.527e+05 |      0.184380 |            1903 |         1588968 |       1.437e+05 |
    | hipMemcpyDtoHAsync                                                                                                    | HIP_API         |              46 |        27593893 |       5.999e+05 |      0.183025 |            1663 |        27137208 |       4.000e+06 |
    | loop_convert_fusion_5                                                                                                 | KERNEL_DISPATCH |              20 |        24514818 |       1.226e+06 |      0.162602 |         1210893 |         1238733 |       7.487e+03 |
    | loop_convert_fusion_4                                                                                                 | KERNEL_DISPATCH |              20 |        23891925 |       1.195e+06 |      0.158470 |         1183052 |         1218253 |       8.887e+03 |
    | hipModuleLaunchKernel                                                                                                 | HIP_API         |             296 |        17152659 |       5.795e+04 |      0.113770 |            5651 |          148362 |       3.155e+04 |
    | hipLaunchKernel                                                                                                       | HIP_API         |              66 |        16799695 |       2.545e+05 |      0.111429 |            5881 |        12570307 |       1.539e+06 |
    | input_transpose_fusion_3                                                                                              | KERNEL_DISPATCH |               2 |        16466892 |       8.233e+06 |      0.109222 |         8148405 |         8318487 |       1.203e+05 |
    | input_transpose_fusion_4                                                                                              | KERNEL_DISPATCH |               2 |        15607685 |       7.804e+06 |      0.103523 |         7773042 |         7834643 |       4.356e+04 |
    | hipMalloc                                                                                                             | HIP_API         |              53 |        14258024 |       2.690e+05 |      0.094571 |            4779 |         3512592 |       5.745e+05 |
    | hipStreamCreate                                                                                                       | HIP_API         |               1 |        10526485 |       1.053e+07 |      0.069820 |        10526485 |        10526485 |       0.000e+00 |
    | hipMemcpyDtoDAsync                                                                                                    | HIP_API         |             105 |         6189745 |       5.895e+04 |      0.041055 |            4669 |          117072 |       3.015e+04 |
    | loop_multiply_fusion                                                                                                  | KERNEL_DISPATCH |              38 |         4828690 |       1.271e+05 |      0.032028 |            1760 |         2349464 |       5.307e+05 |
    | hipLaunchHostFunc                                                                                                     | HIP_API         |             228 |         4293461 |       1.883e+04 |      0.028478 |            6111 |          382276 |       2.725e+04 |
    | input_reduce_fusion                                                                                                   | KERNEL_DISPATCH |              22 |         3766759 |       1.712e+05 |      0.024984 |           17920 |         1730739 |       4.950e+05 |
    | hipStreamSynchronize                                                                                                  | HIP_API         |             199 |         2601458 |       1.307e+04 |      0.017255 |             260 |         2053721 |       1.480e+05 |
    | hipFree                                                                                                               | HIP_API         |              35 |         2332692 |       6.665e+04 |      0.015472 |            2725 |         1943261 |       3.274e+05 |
    | hipEventRecord                                                                                                        | HIP_API         |             348 |         2060132 |       5.920e+03 |      0.013664 |            1583 |           60575 |       6.373e+03 |
    | hipStreamWaitEvent                                                                                                    | HIP_API         |             260 |         1481836 |       5.699e+03 |      0.009829 |             351 |           40367 |       7.236e+03 |
    | hipMemcpyHtoDAsync                                                                                                    | HIP_API         |              50 |         1426249 |       2.852e+04 |      0.009460 |            8797 |           76285 |       1.662e+04 |
    | hipMemGetInfo                                                                                                         | HIP_API         |             360 |         1349222 |       3.748e+03 |      0.008949 |             862 |           11962 |       2.376e+03 |
    | fft_rtc_back_len_128_factors_16_8_wgs_256_tpt_16_dp_ip_CI_sbcc_dirReg                                                 | KERNEL_DISPATCH |              66 |         1014406 |       1.537e+04 |      0.006728 |           12320 |           17600 |       1.078e+03 |
    | __amd_rocclr_copyBuffer                                                                                               | KERNEL_DISPATCH |             216 |          889286 |       4.117e+03 |      0.005898 |            1920 |            8320 |       1.123e+03 |
    | hipStreamQuery                                                                                                        | HIP_API         |             216 |          828004 |       3.833e+03 |      0.005492 |             330 |           58351 |       8.391e+03 |
    | hipGraphInstantiate                                                                                                   | HIP_API         |               4 |          780061 |       1.950e+05 |      0.005174 |          103326 |          350325 |       1.110e+05 |
    | hipCtxSetCurrent                                                                                                      | HIP_API         |            2297 |          740221 |       3.223e+02 |      0.004910 |              80 |           31961 |       9.780e+02 |
    | hipHostFree                                                                                                           | HIP_API         |               2 |          675622 |       3.378e+05 |      0.004481 |          169822 |          505800 |       2.376e+05 |
    | fft_rtc_back_len_64_factors_4_4_4_wgs_64_tpt_16_dp_op_CI_CI_unitstride_sbrr_C2R_dirReg                                | KERNEL_DISPATCH |              66 |          584326 |       8.853e+03 |      0.003876 |            7520 |           10080 |       6.726e+02 |
    | hipDeviceEnablePeerAccess                                                                                             | HIP_API         |              56 |          569399 |       1.017e+04 |      0.003777 |             290 |          109057 |       2.487e+04 |
    | hipGraphExecDestroy                                                                                                   | HIP_API         |               4 |          475863 |       1.190e+05 |      0.003156 |          106642 |          137320 |       1.443e+04 |
    | hipModuleGetFunction                                                                                                  | HIP_API         |             158 |          379216 |       2.400e+03 |      0.002515 |             171 |           12513 |       1.966e+03 |
    | fft_rtc_fwd_len_128_factors_16_8_wgs_256_tpt_16_dp_ip_CI_sbcc_dirReg                                                  | KERNEL_DISPATCH |              22 |          355042 |       1.614e+04 |      0.002355 |           12320 |           16800 |       9.149e+02 |
    | hipSetDevice                                                                                                          | HIP_API         |             340 |          340233 |       1.001e+03 |      0.002257 |              70 |           12614 |       1.912e+03 |
    | hipStreamIsCapturing                                                                                                  | HIP_API         |             132 |          308738 |       2.339e+03 |      0.002048 |            1022 |           24436 |       3.563e+03 |
    | hipDeviceGet                                                                                                          | HIP_API         |              24 |          307013 |       1.279e+04 |      0.002036 |              80 |           86424 |       2.255e+04 |
    | __amd_rocclr_fillBufferAligned                                                                                        | KERNEL_DISPATCH |               9 |          298241 |       3.314e+04 |      0.001978 |           30400 |           34400 |       1.286e+03 |
    | void rocblas_scal_kernel<int, 256, double, double, double, double*>(int, double, long, double*, long, int, long, int) | KERNEL_DISPATCH |              66 |          286564 |       4.342e+03 |      0.001901 |            3680 |            5120 |       2.493e+02 |
    | hipEventCreateWithFlags                                                                                               | HIP_API         |             198 |          285774 |       1.443e+03 |      0.001895 |             380 |           20028 |       2.157e+03 |
    | fft_rtc_fwd_len_64_factors_4_4_4_wgs_64_tpt_16_dp_op_CI_CI_unitstride_sbrr_R2C_dirReg                                 | KERNEL_DISPATCH |              22 |          188800 |       8.582e+03 |      0.001252 |            7360 |           10080 |       7.497e+02 |
    | hipEventDestroy                                                                                                       | HIP_API         |             192 |          181143 |       9.435e+02 |      0.001201 |             411 |            7955 |       8.583e+02 |
    | hipDeviceSynchronize                                                                                                  | HIP_API         |               8 |          166336 |       2.079e+04 |      0.001103 |            8116 |           29687 |       6.075e+03 |
    | hipGetDevicePropertiesR0600                                                                                           | HIP_API         |             100 |          126458 |       1.265e+03 |      0.000839 |             141 |           26891 |       3.060e+03 |
    | hipGraphExecKernelNodeSetParams                                                                                       | HIP_API         |              26 |          123246 |       4.740e+03 |      0.000817 |            1984 |           34576 |       6.166e+03 |
    | hipGetDevice                                                                                                          | HIP_API         |             441 |           87645 |       1.987e+02 |      0.000581 |              60 |            2865 |       2.252e+02 |
    | hipModuleGetGlobal                                                                                                    | HIP_API         |              12 |           82404 |       6.867e+03 |      0.000547 |            2455 |           34796 |       9.556e+03 |
    | loop_multiply_fusion_1                                                                                                | KERNEL_DISPATCH |              20 |           78722 |       3.936e+03 |      0.000522 |            1760 |            4321 |       5.330e+02 |
    | loop_multiply_fusion_2                                                                                                | KERNEL_DISPATCH |              20 |           76801 |       3.840e+03 |      0.000509 |            3680 |            4160 |       1.271e+02 |
    | hipFuncGetAttribute                                                                                                   | HIP_API         |             182 |           70829 |       3.892e+02 |      0.000470 |              60 |            7064 |       6.375e+02 |
    | hipDeviceGetAttribute                                                                                                 | HIP_API         |             192 |           67085 |       3.494e+02 |      0.000445 |             170 |            9027 |       6.649e+02 |
    | hipGraphAddKernelNode                                                                                                 | HIP_API         |              26 |           60826 |       2.339e+03 |      0.000403 |             651 |           22563 |       4.256e+03 |
    | loop_add_fusion_3                                                                                                     | KERNEL_DISPATCH |              20 |           60640 |       3.032e+03 |      0.000402 |            2880 |            3200 |       1.215e+02 |
    | hipDevicePrimaryCtxRetain                                                                                             | HIP_API         |               8 |           55665 |       6.958e+03 |      0.000369 |             331 |           30097 |       1.081e+04 |
    | hipGetDeviceCount                                                                                                     | HIP_API         |              46 |           46378 |       1.008e+03 |      0.000308 |             210 |            4539 |       6.863e+02 |
    | hipDeviceGetPCIBusId                                                                                                  | HIP_API         |              16 |           46157 |       2.885e+03 |      0.000306 |             651 |           16632 |       3.847e+03 |
    | hipDeviceCanAccessPeer                                                                                                | HIP_API         |              56 |           45800 |       8.179e+02 |      0.000304 |              70 |           39635 |       5.282e+03 |
    | hipDevicePrimaryCtxGetState                                                                                           | HIP_API         |               8 |           45445 |       5.681e+03 |      0.000301 |             742 |           24847 |       8.512e+03 |
    | loop_add_fusion_4                                                                                                     | KERNEL_DISPATCH |              20 |           41280 |       2.064e+03 |      0.000274 |            1920 |            2880 |       2.134e+02 |
    | hipGraphExecMemcpyNodeSetParams1D                                                                                     | HIP_API         |              12 |           39916 |       3.326e+03 |      0.000265 |            1864 |           13265 |       3.191e+03 |
    | hipCtxGetDevice                                                                                                       | HIP_API         |             120 |           32427 |       2.702e+02 |      0.000215 |              60 |           12684 |       1.273e+03 |
    | twiddle_gen_radices_dp                                                                                                | KERNEL_DISPATCH |               2 |           31040 |       1.552e+04 |      0.000206 |           13760 |           17280 |       2.489e+03 |
    | hipGraphAddMemcpyNode1D                                                                                               | HIP_API         |              12 |           30988 |       2.582e+03 |      0.000206 |             711 |           18425 |       5.011e+03 |
    | hipGraphDestroy                                                                                                       | HIP_API         |               4 |           24566 |       6.142e+03 |      0.000163 |            3486 |            8626 |       2.155e+03 |
    | wrapped_cosine                                                                                                        | KERNEL_DISPATCH |               4 |           22560 |       5.640e+03 |      0.000150 |            5280 |            5760 |       2.400e+02 |
    | hipGraphCreate                                                                                                        | HIP_API         |               4 |           20270 |       5.068e+03 |      0.000134 |             561 |           18135 |       8.713e+03 |
    | hipExtGetLastError                                                                                                    | HIP_API         |              66 |           19198 |       2.909e+02 |      0.000127 |             140 |            5881 |       7.024e+02 |
    | hipDeviceGetName                                                                                                      | HIP_API         |              16 |           17092 |       1.068e+03 |      0.000113 |              90 |           11021 |       2.677e+03 |
    | wrapped_multiply                                                                                                      | KERNEL_DISPATCH |               6 |           16801 |       2.800e+03 |      0.000111 |            2560 |            3360 |       3.316e+02 |
    | hipDeviceTotalMem                                                                                                     | HIP_API         |              16 |           13146 |       8.216e+02 |      0.000087 |              70 |            7234 |       1.741e+03 |
    | loop_divide_fusion                                                                                                    | KERNEL_DISPATCH |               3 |           10560 |       3.520e+03 |      0.000070 |            2880 |            4320 |       7.332e+02 |
    | loop_select_fusion                                                                                                    | KERNEL_DISPATCH |               2 |           10400 |       5.200e+03 |      0.000069 |            5120 |            5280 |       1.131e+02 |
    | hipCtxGetCurrent                                                                                                      | HIP_API         |               8 |            9659 |       1.207e+03 |      0.000064 |             361 |            5871 |       1.897e+03 |
    | wrapped_negate                                                                                                        | KERNEL_DISPATCH |               2 |            8960 |       4.480e+03 |      0.000059 |            4480 |            4480 |       0.000e+00 |
    | wrapped_exponential                                                                                                   | KERNEL_DISPATCH |               2 |            8960 |       4.480e+03 |      0.000059 |            4480 |            4480 |       0.000e+00 |
    | twiddle_gen_half_N_dp                                                                                                 | KERNEL_DISPATCH |               1 |            8320 |       8.320e+03 |      0.000055 |            8320 |            8320 |       0.000e+00 |
    | hipRuntimeGetVersion                                                                                                  | HIP_API         |              16 |            8134 |       5.084e+02 |      0.000054 |              70 |            3396 |       8.148e+02 |
    | hipDriverGetVersion                                                                                                   | HIP_API         |              16 |            7435 |       4.647e+02 |      0.000049 |              80 |            3306 |       7.856e+02 |
    | loop_add_fusion_6                                                                                                     | KERNEL_DISPATCH |               2 |            6560 |       3.280e+03 |      0.000044 |            2240 |            4320 |       1.471e+03 |
    | input_concatenate_fusion                                                                                              | KERNEL_DISPATCH |               2 |            5760 |       2.880e+03 |      0.000038 |            2880 |            2880 |       0.000e+00 |
    | loop_add_fusion_5                                                                                                     | KERNEL_DISPATCH |               2 |            5600 |       2.800e+03 |      0.000037 |            2400 |            3200 |       5.657e+02 |
    | wrapped_iota                                                                                                          | KERNEL_DISPATCH |               3 |            5280 |       1.760e+03 |      0.000035 |            1600 |            1920 |       1.600e+02 |
    | hipDeviceGetStreamPriorityRange                                                                                       | HIP_API         |               4 |            4639 |       1.160e+03 |      0.000031 |             240 |            3667 |       1.673e+03 |
    | loop_compare_fusion                                                                                                   | KERNEL_DISPATCH |               1 |            4480 |       4.480e+03 |      0.000030 |            4480 |            4480 |       0.000e+00 |
    | loop_subtract_fusion                                                                                                  | KERNEL_DISPATCH |               1 |            2560 |       2.560e+03 |      0.000017 |            2560 |            2560 |       0.000e+00 |

