
    ROCPROFV3 SUMMARY:

    |                                                   NAME                                                   |     DOMAIN      |      CALLS      | DURATION (nsec) | AVERAGE (nsec)  | PERCENT (INC) |   MIN (nsec)    |   MAX (nsec)    |     STDDEV      |
    | __amd_rocclr_copyBuffer                                                                                  | KERNEL_DISPATCH |             222 |         5997977 |       2.702e+04 |      0.077328 |            1920 |         2611706 |       2.425e+05 |
    | hipMemcpyDtoDAsync                                                                                       | HIP_API         |             113 |         5814426 |       5.146e+04 |      0.074962 |            5010 |          122523 |       3.068e+04 |
    | hipLaunchHostFunc                                                                                        | HIP_API         |             212 |         3792954 |       1.789e+04 |      0.048900 |            5831 |          102304 |       1.406e+04 |
    | hipFree                                                                                                  | HIP_API         |              35 |         2873141 |       8.209e+04 |      0.037042 |            2404 |         2537319 |       4.278e+05 |
    | hipStreamSynchronize                                                                                     | HIP_API         |             199 |         2615872 |       1.315e+04 |      0.033725 |             250 |         2101922 |       1.512e+05 |
    | hipEventRecord                                                                                           | HIP_API         |             348 |         2480189 |       7.127e+03 |      0.031975 |            1653 |          261727 |       1.529e+04 |
    | loop_multiply_fusion                                                                                     | KERNEL_DISPATCH |              38 |         2328022 |       6.126e+04 |      0.030014 |            2240 |         1136332 |       2.484e+05 |
    | hipGraphLaunch                                                                                           | HIP_API         |               2 |         1812172 |       9.061e+05 |      0.023363 |          882416 |          929756 |       3.347e+04 |
    | input_reduce_fusion                                                                                      | KERNEL_DISPATCH |               2 |         1615857 |       8.079e+05 |      0.020832 |          797768 |          818089 |       1.437e+04 |
    | hipStreamWaitEvent                                                                                       | HIP_API         |             260 |         1553180 |       5.974e+03 |      0.020024 |             400 |           43492 |       6.960e+03 |
    | hipMemcpyHtoDAsync                                                                                       | HIP_API         |              54 |         1532726 |       2.838e+04 |      0.019760 |            6823 |           80052 |       1.808e+04 |
    | hipMemGetInfo                                                                                            | HIP_API         |             360 |         1413346 |       3.926e+03 |      0.018221 |             862 |           14117 |       2.555e+03 |
    | hipStreamQuery                                                                                           | HIP_API         |             216 |          940118 |       4.352e+03 |      0.012120 |             351 |           49584 |       9.120e+03 |
    | fft_rtc_back_len_128_factors_16_8_wgs_256_tpt_16_sp_ip_CI_sbcc_dirReg                                    | KERNEL_DISPATCH |              66 |          870408 |       1.319e+04 |      0.011222 |           10400 |           14880 |       1.262e+03 |
    | hipCtxSetCurrent                                                                                         | HIP_API         |            2281 |          694167 |       3.043e+02 |      0.008949 |              80 |           17053 |       9.005e+02 |
    | hipHostFree                                                                                              | HIP_API         |               2 |          629556 |       3.148e+05 |      0.008116 |          115890 |          513666 |       2.813e+05 |
    | hipDeviceEnablePeerAccess                                                                                | HIP_API         |              56 |          551742 |       9.853e+03 |      0.007113 |             251 |           97605 |       2.392e+04 |
    | fft_rtc_back_len_64_factors_4_4_4_wgs_64_tpt_16_sp_op_CI_CI_unitstride_sbrr_C2R_dirReg                   | KERNEL_DISPATCH |              66 |          512801 |       7.770e+03 |      0.006611 |            6240 |            8320 |       2.945e+02 |
    | hipGraphInstantiate                                                                                      | HIP_API         |               1 |          380994 |       3.810e+05 |      0.004912 |          380994 |          380994 |       0.000e+00 |
    | hipModuleGetFunction                                                                                     | HIP_API         |             119 |          371642 |       3.123e+03 |      0.004791 |             320 |           13114 |       2.025e+03 |
    | hipSetDevice                                                                                             | HIP_API         |             340 |          363829 |       1.070e+03 |      0.004691 |              70 |           15659 |       2.236e+03 |
    | fft_rtc_fwd_len_128_factors_16_8_wgs_256_tpt_16_sp_ip_CI_sbcc_dirReg                                     | KERNEL_DISPATCH |              22 |          309124 |       1.405e+04 |      0.003985 |           11360 |           14880 |       6.432e+02 |
    | __amd_rocclr_fillBufferAligned                                                                           | KERNEL_DISPATCH |               9 |          306080 |       3.401e+04 |      0.003946 |           33120 |           35040 |       6.554e+02 |
    | hipStreamIsCapturing                                                                                     | HIP_API         |             132 |          298745 |       2.263e+03 |      0.003852 |            1082 |           22412 |       2.885e+03 |
    | void rocblas_sscal_2_kernel<256, float, float, float, float*>(int, float, long, float*, long, long, int) | KERNEL_DISPATCH |              66 |          285442 |       4.325e+03 |      0.003680 |            3840 |            4800 |       2.677e+02 |
    | hipEventCreateWithFlags                                                                                  | HIP_API         |             198 |          249110 |       1.258e+03 |      0.003212 |             421 |           19968 |       1.784e+03 |
    | hipEventDestroy                                                                                          | HIP_API         |             192 |          220590 |       1.149e+03 |      0.002844 |             430 |           36730 |       2.729e+03 |
    | loop_add_fusion_4                                                                                        | KERNEL_DISPATCH |              40 |          204481 |       5.112e+03 |      0.002636 |            4800 |            6081 |       2.348e+02 |
    | fft_rtc_fwd_len_64_factors_4_4_4_wgs_64_tpt_16_sp_op_CI_CI_unitstride_sbrr_R2C_dirReg                    | KERNEL_DISPATCH |              22 |          175041 |       7.956e+03 |      0.002257 |            6880 |            8800 |       6.517e+02 |
    | hipDeviceSynchronize                                                                                     | HIP_API         |               8 |          162969 |       2.037e+04 |      0.002101 |            9398 |           24867 |       4.828e+03 |
    | hipDeviceGet                                                                                             | HIP_API         |              24 |          148556 |       6.190e+03 |      0.001915 |              90 |           42922 |       1.167e+04 |
    | hipGraphExecDestroy                                                                                      | HIP_API         |               1 |          132872 |       1.329e+05 |      0.001713 |          132872 |          132872 |       0.000e+00 |
    | hipDevicePrimaryCtxGetState                                                                              | HIP_API         |               8 |          119067 |       1.488e+04 |      0.001535 |            1402 |           38964 |       1.347e+04 |
    | hipGetDevicePropertiesR0600                                                                              | HIP_API         |             100 |           91109 |       9.111e+02 |      0.001175 |             150 |            9668 |       1.457e+03 |
    | hipGetDevice                                                                                             | HIP_API         |             441 |           86060 |       1.951e+02 |      0.001110 |              60 |            2605 |       2.109e+02 |
    | loop_add_fusion_5                                                                                        | KERNEL_DISPATCH |              20 |           79360 |       3.968e+03 |      0.001023 |            1920 |            4160 |       4.886e+02 |
    | loop_add_fusion_2                                                                                        | KERNEL_DISPATCH |              20 |           79042 |       3.952e+03 |      0.001019 |            3200 |            4161 |       2.018e+02 |
    | hipFuncGetAttribute                                                                                      | HIP_API         |             104 |           68573 |       6.594e+02 |      0.000884 |             110 |           10009 |       1.207e+03 |
    | hipDeviceGetAttribute                                                                                    | HIP_API         |             192 |           67718 |       3.527e+02 |      0.000873 |             190 |           10089 |       8.207e+02 |
    | hipModuleGetGlobal                                                                                       | HIP_API         |              16 |           65294 |       4.081e+03 |      0.000842 |            1603 |           29326 |       6.742e+03 |
    | hipDeviceTotalMem                                                                                        | HIP_API         |              16 |           60063 |       3.754e+03 |      0.000774 |              80 |           45116 |       1.119e+04 |
    | hipGetDeviceCount                                                                                        | HIP_API         |              46 |           41823 |       9.092e+02 |      0.000539 |             270 |            4899 |       6.566e+02 |
    | hipDeviceGetPCIBusId                                                                                     | HIP_API         |              16 |           38572 |       2.411e+03 |      0.000497 |             621 |           10821 |       2.557e+03 |
    | hipDevicePrimaryCtxRetain                                                                                | HIP_API         |               8 |           35899 |       4.487e+03 |      0.000463 |             441 |           20399 |       6.986e+03 |
    | hipDriverGetVersion                                                                                      | HIP_API         |              16 |           34955 |       2.185e+03 |      0.000451 |              80 |           28304 |       7.017e+03 |
    | hipGraphExecMemcpyNodeSetParams1D                                                                        | HIP_API         |               9 |           30778 |       3.420e+03 |      0.000397 |            1974 |           11281 |       2.968e+03 |
    | twiddle_gen_radices_sp                                                                                   | KERNEL_DISPATCH |               2 |           30560 |       1.528e+04 |      0.000394 |           13280 |           17280 |       2.828e+03 |
    | hipGraphAddMemcpyNode1D                                                                                  | HIP_API         |               9 |           27292 |       3.032e+03 |      0.000352 |            1132 |           13686 |       4.096e+03 |
    | hipCtxGetCurrent                                                                                         | HIP_API         |               8 |           25359 |       3.170e+03 |      0.000327 |             491 |           16913 |       5.785e+03 |
    | hipGraphAddKernelNode                                                                                    | HIP_API         |               2 |           23896 |       1.195e+04 |      0.000308 |            5861 |           18035 |       8.608e+03 |
    | hipGraphExecKernelNodeSetParams                                                                          | HIP_API         |               2 |           23554 |       1.178e+04 |      0.000304 |            3757 |           19797 |       1.134e+04 |
    | hipExtGetLastError                                                                                       | HIP_API         |              66 |           18462 |       2.797e+02 |      0.000238 |             140 |            5942 |       7.115e+02 |
    | hipCtxGetDevice                                                                                          | HIP_API         |             120 |           16764 |       1.397e+02 |      0.000216 |              60 |            4729 |       4.347e+02 |
    | hipDeviceCanAccessPeer                                                                                   | HIP_API         |              56 |           16171 |       2.888e+02 |      0.000208 |              80 |            9648 |       1.275e+03 |
    | wrapped_multiply                                                                                         | KERNEL_DISPATCH |               6 |           14561 |       2.427e+03 |      0.000188 |            2240 |            2720 |       1.868e+02 |
    | wrapped_cosine                                                                                           | KERNEL_DISPATCH |               4 |           14080 |       3.520e+03 |      0.000182 |            3360 |            3680 |       1.306e+02 |
    | hipDeviceGetName                                                                                         | HIP_API         |              16 |           14066 |       8.791e+02 |      0.000181 |              90 |            9147 |       2.217e+03 |
    | hipGraphCreate                                                                                           | HIP_API         |               1 |           14037 |       1.404e+04 |      0.000181 |           14037 |           14037 |       0.000e+00 |
    | loop_divide_fusion                                                                                       | KERNEL_DISPATCH |               3 |            9600 |       3.200e+03 |      0.000124 |            2560 |            4320 |       9.732e+02 |
    | wrapped_exponential                                                                                      | KERNEL_DISPATCH |               2 |            9120 |       4.560e+03 |      0.000118 |            4160 |            4960 |       5.657e+02 |
    | hipGraphDestroy                                                                                          | HIP_API         |               1 |            8977 |       8.977e+03 |      0.000116 |            8977 |            8977 |       0.000e+00 |
    | hipRuntimeGetVersion                                                                                     | HIP_API         |              16 |            8585 |       5.366e+02 |      0.000111 |              70 |            3868 |       9.633e+02 |
    | loop_select_fusion                                                                                       | KERNEL_DISPATCH |               2 |            8480 |       4.240e+03 |      0.000109 |            3520 |            4960 |       1.018e+03 |
    | wrapped_negate                                                                                           | KERNEL_DISPATCH |               2 |            8480 |       4.240e+03 |      0.000109 |            4160 |            4320 |       1.131e+02 |
    | loop_add_fusion_7                                                                                        | KERNEL_DISPATCH |               2 |            8160 |       4.080e+03 |      0.000105 |            4000 |            4160 |       1.131e+02 |
    | loop_add_fusion_6                                                                                        | KERNEL_DISPATCH |               2 |            8160 |       4.080e+03 |      0.000105 |            4000 |            4160 |       1.131e+02 |
    | twiddle_gen_half_N_sp                                                                                    | KERNEL_DISPATCH |               1 |            8160 |       8.160e+03 |      0.000105 |            8160 |            8160 |       0.000e+00 |
    | wrapped_iota                                                                                             | KERNEL_DISPATCH |               3 |            5280 |       1.760e+03 |      0.000068 |            1600 |            1920 |       1.600e+02 |
    | loop_compare_fusion                                                                                      | KERNEL_DISPATCH |               1 |            4320 |       4.320e+03 |      0.000056 |            4320 |            4320 |       0.000e+00 |
    | hipDeviceGetStreamPriorityRange                                                                          | HIP_API         |               4 |            3948 |       9.870e+02 |      0.000051 |             250 |            3196 |       1.473e+03 |
    | loop_subtract_fusion                                                                                     | KERNEL_DISPATCH |               1 |            2880 |       2.880e+03 |      0.000037 |            2880 |            2880 |       0.000e+00 |

